term	go_id	go_depth
Aspartate Transmembrane Transport (GO:0015810)	GO:0015810	10
Associative Learning (GO:0008306)	GO:0008306	6
Astral Microtubule Organization (GO:0030953)	GO:0030953	9
Astrocyte Activation (GO:0048143)	GO:0048143	8
Astrocyte Development (GO:0014002)	GO:0014002	7
Astrocyte Differentiation (GO:0048708)	GO:0048708	7
Atrial Cardiac Muscle Cell Action Potential (GO:0086014)	GO:0086014	8
Atrial Cardiac Muscle Cell To AV Node Cell Signaling (GO:0086026)	GO:0086026	6
Atrial Cardiac Muscle Tissue Development (GO:0003228)	GO:0003228	7
Atrial Septum Development (GO:0003283)	GO:0003283	8
Atrial Septum Morphogenesis (GO:0060413)	GO:0060413	9
Atrioventricular Valve Development (GO:0003171)	GO:0003171	7
Atrioventricular Valve Formation (GO:0003190)	GO:0003190	9
Atrioventricular Valve Morphogenesis (GO:0003181)	GO:0003181	8
Attachment Of GPI Anchor To Protein (GO:0016255)	GO:0016255	9
Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:0051315)	GO:0051315	10
Auditory Behavior (GO:0031223)	GO:0031223	5
Auditory Receptor Cell Morphogenesis (GO:0002093)	GO:0002093	9
Auditory Receptor Cell Stereocilium Organization (GO:0060088)	GO:0060088	10
Autocrine Signaling (GO:0035425)	GO:0035425	5
Autonomic Nervous System Development (GO:0048483)	GO:0048483	6
Autophagosome Assembly (GO:0000045)	GO:0000045	7
Autophagosome Maturation (GO:0097352)	GO:0097352	7
Autophagosome Membrane Docking (GO:0016240)	GO:0016240	8
Autophagosome Organization (GO:1905037)	GO:1905037	7
Autophagosome-Lysosome Fusion (GO:0061909)	GO:0061909	8
Autophagy Of Mitochondrion (GO:0000422)	GO:0000422	6
Autophagy Of Nucleus (GO:0044804)	GO:0044804	6
Autophagy Of Peroxisome (GO:0030242)	GO:0030242	6
Axo-Dendritic Protein Transport (GO:0099640)	GO:0099640	7
Axo-Dendritic Transport (GO:0008088)	GO:0008088	6
Axon Development (GO:0061564)	GO:0061564	8
Axon Ensheathment In Central Nervous System (GO:0032291)	GO:0032291	8
Axon Extension (GO:0048675)	GO:0048675	7
Axon Extension Involved In Axon Guidance (GO:0048846)	GO:0048846	8
Axon Guidance (GO:0007411)	GO:0007411	7
Axon Regeneration (GO:0031103)	GO:0031103	6
Axonal Fasciculation (GO:0007413)	GO:0007413	5
Axonal Transport (GO:0098930)	GO:0098930	7
Axonal Transport Of Mitochondrion (GO:0019896)	GO:0019896	7
Axonemal Central Apparatus Assembly (GO:1904158)	GO:1904158	6
Axonemal Dynein Complex Assembly (GO:0070286)	GO:0070286	10
Axoneme Assembly (GO:0035082)	GO:0035082	9
Axonogenesis (GO:0007409)	GO:0007409	6
Barbed-End Actin Filament Capping (GO:0051016)	GO:0051016	13
Base Conversion Or Substitution Editing (GO:0016553)	GO:0016553	9
Base-Excision Repair (GO:0006284)	GO:0006284	9
Base-Excision Repair, AP Site Formation (GO:0006285)	GO:0006285	8
Base-Excision Repair, Gap-Filling (GO:0006287)	GO:0006287	8
Basement Membrane Organization (GO:0071711)	GO:0071711	7
Basic Amino Acid Transmembrane Transport (GO:1990822)	GO:1990822	10
Basic Amino Acid Transport (GO:0015802)	GO:0015802	9
Behavioral Fear Response (GO:0001662)	GO:0001662	6
Benzene-Containing Compound Metabolic Process (GO:0042537)	GO:0042537	5
Bicarbonate Transport (GO:0015701)	GO:0015701	7
Bicellular Tight Junction Assembly (GO:0070830)	GO:0070830	9
Bile Acid And Bile Salt Transport (GO:0015721)	GO:0015721	6
Bile Acid Biosynthetic Process (GO:0006699)	GO:0006699	7
Bile Acid Metabolic Process (GO:0008206)	GO:0008206	6
Biogenic Amine Biosynthetic Process (GO:0042401)	GO:0042401	7
Biogenic Amine Metabolic Process (GO:0006576)	GO:0006576	6
Biomineral Tissue Development (GO:0031214)	GO:0031214	5
Bleb Assembly (GO:0032060)	GO:0032060	8
Blood Circulation (GO:0008015)	GO:0008015	5
Blood Coagulation, Fibrin Clot Formation (GO:0072378)	GO:0072378	7
Blood Coagulation, Intrinsic Pathway (GO:0007597)	GO:0007597	9
Blood Vessel Diameter Maintenance (GO:0097746)	GO:0097746	6
Blood Vessel Endothelial Cell Migration (GO:0043534)	GO:0043534	8
Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:0002043)	GO:0002043	6
Blood Vessel Morphogenesis (GO:0048514)	GO:0048514	7
Body Fluid Secretion (GO:0007589)	GO:0007589	6
Bone Development (GO:0060348)	GO:0060348	6
Bone Morphogenesis (GO:0060349)	GO:0060349	5
Bone Resorption (GO:0045453)	GO:0045453	5
Box C/D snoRNP Assembly (GO:0000492)	GO:0000492	8
Bradykinin Catabolic Process (GO:0010815)	GO:0010815	7
Brain Development (GO:0007420)	GO:0007420	7
Brain Morphogenesis (GO:0048854)	GO:0048854	8
Branched-Chain Amino Acid Catabolic Process (GO:0009083)	GO:0009083	9
Branched-Chain Amino Acid Metabolic Process (GO:0009081)	GO:0009081	8
Branched-Chain Amino Acid Transport (GO:0015803)	GO:0015803	9
Branching Involved In Blood Vessel Morphogenesis (GO:0001569)	GO:0001569	9
Branching Involved In Ureteric Bud Morphogenesis (GO:0001658)	GO:0001658	6
Branching Morphogenesis Of An Epithelial Tube (GO:0048754)	GO:0048754	5
Brown Fat Cell Differentiation (GO:0050873)	GO:0050873	6
Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069)	GO:0086069	5
Bundle Of His cell-Purkinje Myocyte Adhesion Involved In Cell Communication (GO:0086073)	GO:0086073	6
cAMP Biosynthetic Process (GO:0006171)	GO:0006171	11
cAMP Metabolic Process (GO:0046058)	GO:0046058	10
cAMP-mediated Signaling (GO:0019933)	GO:0019933	8
cGMP Biosynthetic Process (GO:0006182)	GO:0006182	11
cGMP Metabolic Process (GO:0046068)	GO:0046068	10
cGMP-mediated Signaling (GO:0019934)	GO:0019934	8
calcineurin-NFAT Signaling Cascade (GO:0033173)	GO:0033173	9
Calcineurin-Mediated Signaling (GO:0097720)	GO:0097720	8
Calcitonin Family Receptor Signaling Pathway (GO:0097646)	GO:0097646	6
Calcium Import Into The Mitochondrion (GO:0036444)	GO:0036444	11
Calcium Ion Homeostasis (GO:0055074)	GO:0055074	6
Calcium Ion Import (GO:0070509)	GO:0070509	9
Calcium Ion Import Across Plasma Membrane (GO:0098703)	GO:0098703	11
Calcium Ion Transmembrane Import Into Cytosol (GO:0097553)	GO:0097553	10
Calcium Ion Transmembrane Transport (GO:0070588)	GO:0070588	9
Calcium Ion Transport (GO:0006816)	GO:0006816	8
Calcium Ion Transport Into Cytosol (GO:0060402)	GO:0060402	5
Calcium Ion-Regulated Exocytosis Of Neurotransmitter (GO:0048791)	GO:0048791	7
Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339)	GO:0016339	6
Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules (GO:0016338)	GO:0016338	6
Calcium-Ion Regulated Exocytosis (GO:0017156)	GO:0017156	8
Calcium-Mediated Signaling (GO:0019722)	GO:0019722	7
Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584)	GO:0035584	8
Camera-Type Eye Development (GO:0043010)	GO:0043010	7
Camera-Type Eye Morphogenesis (GO:0048593)	GO:0048593	8
Canonical Wnt Signaling Pathway (GO:0060070)	GO:0060070	7
Cap-Dependent Translational Initiation (GO:0002191)	GO:0002191	9
Carbohydrate Biosynthetic Process (GO:0016051)	GO:0016051	5
Carbohydrate Catabolic Process (GO:0016052)	GO:0016052	5
Carbohydrate Derivative Biosynthetic Process (GO:1901137)	GO:1901137	5
Carbohydrate Derivative Catabolic Process (GO:1901136)	GO:1901136	5
Carbohydrate Derivative Transport (GO:1901264)	GO:1901264	6
Carbohydrate Phosphorylation (GO:0046835)	GO:0046835	5
Carbon Dioxide Transport (GO:0015670)	GO:0015670	6
Carboxylic Acid Biosynthetic Process (GO:0046394)	GO:0046394	6
Carboxylic Acid Catabolic Process (GO:0046395)	GO:0046395	6
Carboxylic Acid Metabolic Process (GO:0019752)	GO:0019752	6
Carboxylic Acid Transmembrane Transport (GO:1905039)	GO:1905039	8
Carboxylic Acid Transport (GO:0046942)	GO:0046942	7
Cardiac Atrium Development (GO:0003230)	GO:0003230	7
Cardiac Atrium Morphogenesis (GO:0003209)	GO:0003209	8
Cardiac Cell Development (GO:0055006)	GO:0055006	7
Cardiac Conduction (GO:0061337)	GO:0061337	8
Cardiac Conduction System Development (GO:0003161)	GO:0003161	7
Cardiac Epithelial To Mesenchymal Transition (GO:0060317)	GO:0060317	7
Cardiac Left Ventricle Morphogenesis (GO:0003214)	GO:0003214	9
Cardiac Muscle Cell Action Potential (GO:0086001)	GO:0086001	6
Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)	GO:0086002	7
Cardiac Muscle Cell Contraction (GO:0086003)	GO:0086003	8
Cardiac Muscle Cell Development (GO:0055013)	GO:0055013	7
Cardiac Muscle Cell Differentiation (GO:0055007)	GO:0055007	7
Cardiac Muscle Cell Membrane Repolarization (GO:0099622)	GO:0099622	6
Cardiac Muscle Cell Myoblast Differentiation (GO:0060379)	GO:0060379	8
Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042)	GO:0086042	6
Cardiac Muscle Contraction (GO:0060048)	GO:0060048	7
Cardiac Muscle Hypertrophy (GO:0003300)	GO:0003300	7
Cardiac Muscle Tissue Development (GO:0048738)	GO:0048738	6
Cardiac Muscle Tissue Morphogenesis (GO:0055008)	GO:0055008	7
Cardiac Myofibril Assembly (GO:0055003)	GO:0055003	8
Cardiac Pacemaker Cell Development (GO:0060926)	GO:0060926	8
Cardiac Right Ventricle Morphogenesis (GO:0003215)	GO:0003215	9
Cardiac Ventricle Development (GO:0003231)	GO:0003231	7
Cardiac Ventricle Morphogenesis (GO:0003208)	GO:0003208	8
Cardioblast Differentiation (GO:0010002)	GO:0010002	7
Cardiocyte Differentiation (GO:0035051)	GO:0035051	6
Cardiolipin Acyl-Chain Remodeling (GO:0035965)	GO:0035965	10
Cardiolipin Biosynthetic Process (GO:0032049)	GO:0032049	10
Cardiolipin Metabolic Process (GO:0032048)	GO:0032048	9
Carnitine Metabolic Process (GO:0009437)	GO:0009437	6
Cartilage Development (GO:0051216)	GO:0051216	6
Catecholamine Biosynthetic Process (GO:0042423)	GO:0042423	8
Catecholamine Catabolic Process (GO:0042424)	GO:0042424	8
Catecholamine Metabolic Process (GO:0006584)	GO:0006584	7
Catecholamine Transport (GO:0051937)	GO:0051937	7
Catecholamine Uptake (GO:0090493)	GO:0090493	8
Cell Chemotaxis (GO:0060326)	GO:0060326	5
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064)	GO:0086064	5
Cell Cycle G1/S Phase Transition (GO:0044843)	GO:0044843	6
Cell Cycle G2/M Phase Transition (GO:0044839)	GO:0044839	6
Cell Differentiation In Hindbrain (GO:0021533)	GO:0021533	5
Cell Differentiation In Spinal Cord (GO:0021515)	GO:0021515	8
Cell Differentiation Involved In Metanephros Development (GO:0072202)	GO:0072202	7
Cell Junction Assembly (GO:0034329)	GO:0034329	6
Cell Junction Disassembly (GO:0150146)	GO:0150146	6
Cell Junction Maintenance (GO:0034331)	GO:0034331	6
Cell Junction Organization (GO:0034330)	GO:0034330	5
Cell Migration Involved In Heart Development (GO:0060973)	GO:0060973	6
Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)	GO:0002042	10
Cell Morphogenesis Involved In Differentiation (GO:0000904)	GO:0000904	0
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)	GO:0048667	5
Cell Part Morphogenesis (GO:0032990)	GO:0032990	5
Cell Projection Assembly (GO:0030031)	GO:0030031	6
Cell Projection Organization (GO:0030030)	GO:0030030	4
Cell Proliferation In Forebrain (GO:0021846)	GO:0021846	9
Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752)	GO:0002752	7
Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114)	GO:1905114	0
Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311)	GO:0061311	6
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)	GO:0140895	8
Cell-Cell Adhesion Mediated By Cadherin (GO:0044331)	GO:0044331	5
Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	GO:0098742	5
Cell-Cell Junction Assembly (GO:0007043)	GO:0007043	7
Cell-Cell Junction Maintenance (GO:0045217)	GO:0045217	7
Cell-Cell Junction Organization (GO:0045216)	GO:0045216	6
Cell-Cell Signaling By Wnt (GO:0198738)	GO:0198738	5
Cell-Cell Signaling Involved In Cardiac Conduction (GO:0086019)	GO:0086019	5
Cell-Matrix Adhesion (GO:0007160)	GO:0007160	5
Cell-Substrate Junction Assembly (GO:0007044)	GO:0007044	7
Cellular Biogenic Amine Catabolic Process (GO:0042402)	GO:0042402	7
Cellular Component Assembly (GO:0022607)	GO:0022607	5
Cellular Component Disassembly (GO:0022411)	GO:0022411	5
Cellular Component Maintenance (GO:0043954)	GO:0043954	5
Cellular Defense Response (GO:0006968)	GO:0006968	5
Cellular Glucuronidation (GO:0052695)	GO:0052695	10
Cellular Heat Acclimation (GO:0070370)	GO:0070370	6
Cellular Hyperosmotic Response (GO:0071474)	GO:0071474	6
Cellular Hypotonic Response (GO:0071476)	GO:0071476	6
Cellular Lipid Biosynthetic Process (GO:0097384)	GO:0097384	6
Cellular Lipid Catabolic Process (GO:0044242)	GO:0044242	6
Cellular Modified Amino Acid Biosynthetic Process (GO:0042398)	GO:0042398	5
Cellular Modified Amino Acid Catabolic Process (GO:0042219)	GO:0042219	5
Cellular Nitrogen Compound Biosynthetic Process (GO:0044271)	GO:0044271	5
Cellular Respiration (GO:0045333)	GO:0045333	6
Cellular Response To ATP (GO:0071318)	GO:0071318	8
Cellular Response To BMP Stimulus (GO:0071773)	GO:0071773	6
Cellular Response To UV (GO:0034644)	GO:0034644	7
Cellular Response To UV-A (GO:0071492)	GO:0071492	8
Cellular Response To UV-B (GO:0071493)	GO:0071493	8
Cellular Response To Acetylcholine (GO:1905145)	GO:1905145	7
Cellular Response To Acid Chemical (GO:0071229)	GO:0071229	5
Cellular Response To Acidic pH (GO:0071468)	GO:0071468	6
Cellular Response To Alcohol (GO:0097306)	GO:0097306	6
Cellular Response To Alkaloid (GO:0071312)	GO:0071312	7
Cellular Response To Amino Acid Starvation (GO:0034198)	GO:0034198	8
Cellular Response To Amino Acid Stimulus (GO:0071230)	GO:0071230	6
Cellular Response To Amyloid-Beta (GO:1904646)	GO:1904646	8
Cellular Response To Angiotensin (GO:1904385)	GO:1904385	7
Cellular Response To Arsenic-Containing Substance (GO:0071243)	GO:0071243	5
Cellular Response To Bacterial Lipopeptide (GO:0071221)	GO:0071221	10
Cellular Response To cAMP (GO:0071320)	GO:0071320	8
Cellular Response To Cadmium Ion (GO:0071276)	GO:0071276	7
Cellular Response To Caffeine (GO:0071313)	GO:0071313	8
Cellular Response To Calcium Ion (GO:0071277)	GO:0071277	6
Cellular Response To Catecholamine Stimulus (GO:0071870)	GO:0071870	7
Cellular Response To Chemical Stress (GO:0062197)	GO:0062197	5
Cellular Response To Chemokine (GO:1990869)	GO:1990869	7
Cellular Response To Cholesterol (GO:0071397)	GO:0071397	8
Cellular Response To Cold (GO:0070417)	GO:0070417	5
Cellular Response To Copper Ion (GO:0071280)	GO:0071280	7
Cellular Response To Corticosteroid Stimulus (GO:0071384)	GO:0071384	7
Cellular Response To Cytokine Stimulus (GO:0071345)	GO:0071345	6
Cellular Response To Decreased Oxygen Levels (GO:0036294)	GO:0036294	6
Cellular Response To dsRNA (GO:0071359)	GO:0071359	7
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	GO:0071364	6
Cellular Response To Epinephrine Stimulus (GO:0071872)	GO:0071872	8
Cellular Response To Estradiol Stimulus (GO:0071392)	GO:0071392	7
Cellular Response To Estrogen Stimulus (GO:0071391)	GO:0071391	6
Cellular Response To Exogenous dsRNA (GO:0071360)	GO:0071360	8
Cellular Response To Fatty Acid (GO:0071398)	GO:0071398	7
Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)	GO:0044344	6
Cellular Response To Fluid Shear Stress (GO:0071498)	GO:0071498	5
Cellular Response To Forskolin (GO:1904322)	GO:1904322	7
Cellular Response To Gamma Radiation (GO:0071480)	GO:0071480	7
Cellular Response To Glucocorticoid Stimulus (GO:0071385)	GO:0071385	8
Cellular Response To Glucose Starvation (GO:0042149)	GO:0042149	8
Cellular Response To Glucose Stimulus (GO:0071333)	GO:0071333	7
Cellular Response To Gonadotropin Stimulus (GO:0071371)	GO:0071371	6
Cellular Response To Granulocyte Macrophage Colony-Stimulating Factor Stimulus (GO:0097011)	GO:0097011	7
Cellular Response To Growth Factor Stimulus (GO:0071363)	GO:0071363	5
Cellular Response To Growth Hormone Stimulus (GO:0071378)	GO:0071378	7
Cellular Response To Heat (GO:0034605)	GO:0034605	5
Cellular Response To Hepatocyte Growth Factor Stimulus (GO:0035729)	GO:0035729	6
Cellular Response To Hexose Stimulus (GO:0071331)	GO:0071331	8
Cellular Response To Histamine (GO:0071420)	GO:0071420	7
Cellular Response To Hormone Stimulus (GO:0032870)	GO:0032870	5
Cellular Response To Hydrogen Peroxide (GO:0070301)	GO:0070301	7
Cellular Response To Hydroxyurea (GO:0072711)	GO:0072711	6
Cellular Response To Hypoxia (GO:0071456)	GO:0071456	5
Cellular Response To Increased Oxygen Levels (GO:0036295)	GO:0036295	6
Cellular Response To Inorganic Substance (GO:0071241)	GO:0071241	5
Cellular Response To Insulin Stimulus (GO:0032869)	GO:0032869	7
Cellular Response To Interferon-Alpha (GO:0035457)	GO:0035457	7
Cellular Response To Interferon-Beta (GO:0035458)	GO:0035458	7
Cellular Response To Interleukin-1 (GO:0071347)	GO:0071347	7
Cellular Response To Interleukin-12 (GO:0071349)	GO:0071349	7
Cellular Response To Interleukin-15 (GO:0071350)	GO:0071350	7
Cellular Response To Interleukin-2 (GO:0071352)	GO:0071352	7
Cellular Response To Interleukin-4 (GO:0071353)	GO:0071353	7
Cellular Response To Interleukin-6 (GO:0071354)	GO:0071354	7
Cellular Response To Interleukin-9 (GO:0071355)	GO:0071355	7
Cellular Response To Ionizing Radiation (GO:0071479)	GO:0071479	6
Cellular Response To Iron Ion (GO:0071281)	GO:0071281	7
Cellular Response To Ketone (GO:1901655)	GO:1901655	6
Cellular Response To Laminar Fluid Shear Stress (GO:0071499)	GO:0071499	6
Cellular Response To Lectin (GO:1990858)	GO:1990858	5
Cellular Response To Leptin Stimulus (GO:0044320)	GO:0044320	6
Cellular Response To Leucine (GO:0071233)	GO:0071233	7
Cellular Response To Leucine Starvation (GO:1990253)	GO:1990253	9
Cellular Response To Light Stimulus (GO:0071482)	GO:0071482	6
Cellular Response To Lipid (GO:0071396)	GO:0071396	6
Cellular Response To Lipopolysaccharide (GO:0071222)	GO:0071222	9
Cellular Response To Lipoteichoic Acid (GO:0071223)	GO:0071223	9
Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)	GO:0071404	5
Cellular Response To Magnesium Ion (GO:0071286)	GO:0071286	7
Cellular Response To Mechanical Stimulus (GO:0071260)	GO:0071260	5
Cellular Response To Metal Ion (GO:0071248)	GO:0071248	6
Cellular Response To Misfolded Protein (GO:0071218)	GO:0071218	6
Cellular Response To Molecule Of Bacterial Origin (GO:0071219)	GO:0071219	8
Cellular Response To Monoamine Stimulus (GO:0071868)	GO:0071868	7
Cellular Response To Muramyl Dipeptide (GO:0071225)	GO:0071225	8
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090)	GO:1990090	6
Cellular Response To Nitric Oxide (GO:0071732)	GO:0071732	6
Cellular Response To Nitrogen Compound (GO:1901699)	GO:1901699	5
Cellular Response To Nitrogen Levels (GO:0043562)	GO:0043562	7
Cellular Response To Nitrogen Starvation (GO:0006995)	GO:0006995	8
Cellular Response To Nutrient Levels (GO:0031669)	GO:0031669	6
Cellular Response To Organic Cyclic Compound (GO:0071407)	GO:0071407	6
Cellular Response To Organic Substance (GO:0071310)	GO:0071310	5
Cellular Response To Organonitrogen Compound (GO:0071417)	GO:0071417	6
Cellular Response To Osmotic Stress (GO:0071470)	GO:0071470	5
Cellular Response To Oxidative Stress (GO:0034599)	GO:0034599	5
Cellular Response To Oxidised Low-Density Lipoprotein Particle Stimulus (GO:0140052)	GO:0140052	6
Cellular Response To Oxygen Levels (GO:0071453)	GO:0071453	5
Cellular Response To Oxygen-Containing Compound (GO:1901701)	GO:1901701	5
Cellular Response To pH (GO:0071467)	GO:0071467	5
Cellular Response To Peptide (GO:1901653)	GO:1901653	7
Cellular Response To Peptide Hormone Stimulus (GO:0071375)	GO:0071375	6
Cellular Response To Platelet-Derived Growth Factor Stimulus (GO:0036120)	GO:0036120	6
Cellular Response To Potassium Ion (GO:0035865)	GO:0035865	7
Cellular Response To Prostaglandin E Stimulus (GO:0071380)	GO:0071380	7
Cellular Response To Prostaglandin Stimulus (GO:0071379)	GO:0071379	6
Cellular Response To Purine-Containing Compound (GO:0071415)	GO:0071415	7
Cellular Response To Radiation (GO:0071478)	GO:0071478	5
Cellular Response To Reactive Nitrogen Species (GO:1902170)	GO:1902170	6
Cellular Response To Reactive Oxygen Species (GO:0034614)	GO:0034614	6
