Analyte	Target	EntrezGeneSymbol	Estimate	Standard_error	Pvalue	FDR	bonferroni	diffexpressed
X3481.87	XPNPEP1	XPNPEP1	0.063271053	0.005154434	1.37E-32	3.83E-31	9.66E-29	Significant
X5909.51	Nucleoside diphosphate kinase A	NME1	0.042035204	0.003424851	1.41E-32	3.91E-31	9.89E-29	Significant
X23703.8	PDLI5	PDLIM5	0.098818833	0.008078765	2.16E-32	5.97E-31	1.52E-28	Significant
X9883.29	Glyoxalase I	GLO1	0.10379204	0.00849053	2.63E-32	7.24E-31	1.85E-28	Significant
X23345.2	NECA1	NECAB1	0.025219617	0.002071748	4.32E-32	1.19E-30	3.03E-28	Significant
X9831.12	G3BP2	G3BP2	0.043273414	0.003562655	5.87E-32	1.61E-30	4.13E-28	Significant
X5947.90	Tpo	THPO	0.048241346	0.003985333	8.67E-32	2.36E-30	6.09E-28	Significant
X18332.17	CPLX1	CPLX1	0.077250724	0.00638346	9.09E-32	2.47E-30	6.39E-28	Significant
X25424.234	SYT12	SYT12	0.010141835	0.000838921	1.13E-31	3.05E-30	7.94E-28	Significant
X3836.51	UFM1	UFM1	0.017335242	0.001434824	1.19E-31	3.19E-30	8.34E-28	Significant
X17814.8	BPNT1	BPNT1	0.063034349	0.005239235	1.96E-31	5.26E-30	1.38E-27	Significant
X18218.48	CB032	CNRIP1	0.099244278	0.008205322	2.21E-31	5.92E-30	1.56E-27	Significant
X7745.3	ZCD1	CISD1	0.050971596	0.004242331	2.25E-31	5.99E-30	1.58E-27	Significant
X12432.23	CYBP	CACYBP	0.040956478	0.003426978	4.61E-31	1.22E-29	3.24E-27	Significant
X25060.18	MAOX	ME1	0.066558165	0.00557093	4.79E-31	1.26E-29	3.36E-27	Significant
X10903.50	STX8	STX8	0.068000601	0.005705363	6.43E-31	1.69E-29	4.52E-27	Significant
X3152.57	TNF sR-II	TNFRSF1B	0.057095822	0.004831429	1.86E-30	4.88E-29	1.31E-26	Significant
X19121.3	UBQL2	UBQLN2	0.058471166	0.004977863	3.97E-30	1.04E-28	2.79E-26	Significant
X22989.24	LIN7A	LIN7A	0.019490234	0.001661774	5.09E-30	1.33E-28	3.58E-26	Significant
X21600.10	CNBP1	CTNNBIP1	0.044359101	0.003798694	8.18E-30	2.12E-28	5.75E-26	Significant
X22381.1	LACB2	LACTB2	0.053472017	0.004587826	1.02E-29	2.64E-28	7.19E-26	Significant
X19768.13	Cystatin B	CSTB	0.039346577	0.003405688	3.04E-29	7.83E-28	2.14E-25	Significant
X25233.2	MPI	MPI	0.034804003	0.003011784	3.82E-29	9.80E-28	2.69E-25	Significant
X12469.19	MARE1	MAPRE1	0.066461353	0.005780448	5.28E-29	1.35E-27	3.71E-25	Significant
X24475.45	SNX12	SNX12	0.071400743	0.006217538	6.13E-29	1.56E-27	4.31E-25	Significant
X15635.4	SMOC2	SMOC2	0.070244959	0.00614129	9.98E-29	2.53E-27	7.01E-25	Significant
X8368.102	TNF sR-II	TNFRSF1B	0.053415032	0.004682852	1.35E-28	3.41E-27	9.49E-25	Significant
X4194.26	AN32B	ANP32B	0.060193039	0.005291409	1.85E-28	4.66E-27	1.30E-24	Significant
X20923.10	MGDP1	MDP1	0.070305479	0.006192228	2.38E-28	5.98E-27	1.67E-24	Significant
X13963.7	tollip	TOLLIP	0.041068094	0.003618554	2.47E-28	6.19E-27	1.74E-24	Significant
X3600.2	Chitotriosidase-1	CHIT1	0.21918604	0.019381316	4.20E-28	1.05E-26	2.95E-24	Significant
X7038.45	SIA8D	ST8SIA4	0.040393827	0.003591236	6.97E-28	1.73E-26	4.90E-24	Significant
X19383.131	CINP	CINP	0.021293552	0.001891283	7.46E-28	1.85E-26	5.24E-24	Significant
X20444.12	TPPP3	TPPP3	0.084746564	0.007558651	9.97E-28	2.46E-26	7.01E-24	Significant
X25292.4	EST3	CES3	0.043843541	0.003918232	1.26E-27	3.09E-26	8.84E-24	Significant
X20948.16	NUD16	NUDT16	0.086497446	0.007730653	1.28E-27	3.13E-26	8.98E-24	Significant
X13384.110	FUMH	FH	0.137490687	0.012289669	1.31E-27	3.20E-26	9.20E-24	Significant
X12460.18	PSA7	PSMA7	0.119792428	0.0107564	2.11E-27	5.13E-26	1.48E-23	Significant
X12479.50	KAP1	PRKAR1B	0.038541869	0.003462406	2.29E-27	5.56E-26	1.61E-23	Significant
X20183.48	MEOX1	MEOX1	0.012635777	0.001138045	3.01E-27	7.27E-26	2.11E-23	Significant
X15524.30	PGAM2	PGAM2	0.056078383	0.005051596	3.13E-27	7.53E-26	2.20E-23	Significant
X11636.33	Transgelin-2	TAGLN2	0.021832642	0.001967496	3.24E-27	7.78E-26	2.28E-23	Significant
X16583.8	AP4A	NUDT2	0.045788601	0.004127766	3.35E-27	8.02E-26	2.36E-23	Significant
X21157.6	HYKK	HYKK	-0.024056809	0.002173838	4.51E-27	1.08E-25	3.17E-23	Significant
X9171.11	CSRP3	CSRP3	0.07278394	0.006590377	5.45E-27	1.29E-25	3.83E-23	Significant
X8479.4	MMP-10	MMP10	0.02065703	0.00187046	5.58E-27	1.32E-25	3.92E-23	Significant
X22055.31	FOXO1A	FOXO1	-0.08117212	0.007362741	6.56E-27	1.55E-25	4.61E-23	Significant
X25232.4	EHD3	EHD3	0.054972043	0.004991258	7.35E-27	1.73E-25	5.17E-23	Significant
X14326.4	UB2E1	UBE2E1	0.034684233	0.003151871	8.22E-27	1.93E-25	5.78E-23	Significant
X6991.24	FUT9	FUT9	0.059702024	0.005429873	1.05E-26	2.45E-25	7.38E-23	Significant
X19623.26	40S ribosomal protein SA	RPSA	0.156637933	0.014272599	1.08E-26	2.51E-25	7.59E-23	Significant
X24447.26	F221A	FAM221A	0.014670287	0.001338285	1.28E-26	2.96E-25	8.98E-23	Significant
X20915.68	NECP2	NECAP2	0.040237925	0.003671743	1.30E-26	3.00E-25	9.13E-23	Significant
X22141.59	F261	PFKFB1	-0.02737681	0.002509323	2.09E-26	4.83E-25	1.47E-22	Significant
X10870.32	Spastin:MIT	SPAST	0.034401104	0.003154057	2.13E-26	4.89E-25	1.50E-22	Significant
X6502.50	CRIM1:ECD	CRIM1	0.033811507	0.003109887	3.00E-26	6.86E-25	2.11E-22	Significant
X15368.3	BMPER	BMPER	0.046280226	0.004260332	3.29E-26	7.51E-25	2.31E-22	Significant
X12462.20	SETMR	SETMAR	0.185256059	0.017106729	4.56E-26	1.04E-24	3.20E-22	Significant
X12812.25	ACYP2	ACYP2	0.041888781	0.003880841	6.53E-26	1.48E-24	4.59E-22	Significant
X20950.159	PRDC1	PRTFDC1	0.018512456	0.001713869	6.56E-26	1.48E-24	4.61E-22	Significant
X14042.11	SARP-2	SFRP1	0.065249277	0.006060436	8.62E-26	1.94E-24	6.06E-22	Significant
X15492.1	CRIM1:ECD	CRIM1	0.013412617	0.001247404	9.83E-26	2.21E-24	6.91E-22	Significant
X11656.110	EVL	EVL	0.017761127	0.001662603	1.97E-25	4.41E-24	1.38E-21	Significant
X7223.60	S100A13	S100A13	-0.183978024	0.017262265	2.46E-25	5.48E-24	1.73E-21	Significant
X25479.8	LRRF2	LRRFIP2	0.036907394	0.003486496	5.06E-25	1.13E-23	3.56E-21	Significant
X22068.5	2A5D	PPP2R5D	0.017537702	0.001660611	6.69E-25	1.48E-23	4.70E-21	Significant
X8946.38	NR1H4	NR1H4	0.017433411	0.001653181	7.41E-25	1.64E-23	5.21E-21	Significant
X25085.37	ASPC1	ASPSCR1	0.012118692	0.001150243	8.24E-25	1.82E-23	5.79E-21	Significant
X9808.41	TNR6B	TNRC6B	0.015444669	0.001470145	1.14E-24	2.50E-23	8.00E-21	Significant
X3216.2	PIGR	PIGR	0.183651682	0.017488683	1.16E-24	2.54E-23	8.16E-21	Significant
X2647.66	Rab GDP dissociation inhibitor beta	GDI2	0.044895937	0.004285252	1.43E-24	3.13E-23	1.01E-20	Significant
X6641.60	PolyUbiquitin K48	UBB	0.056771917	0.005439628	2.11E-24	4.59E-23	1.48E-20	Significant
X15634.139	SLIT1	SLIT1	0.044238594	0.004262701	3.68E-24	7.98E-23	2.59E-20	Significant
X12501.10	TBCA	TBCA	-0.121945773	0.011729362	4.12E-24	8.91E-23	2.89E-20	Significant
X22086.2	BRM1L	BRMS1L	-0.409640459	0.039669083	6.00E-24	1.29E-22	4.22E-20	Significant
X24493.10	MTMR7	MTMR7	-0.042405048	0.004113092	7.11E-24	1.53E-22	5.00E-20	Significant
X21483.155	KAP0	PRKAR1A	0.037383048	0.003632287	8.59E-24	1.84E-22	6.04E-20	Significant
X11493.169	DYL2	DYNLL2	0.040962964	0.003991356	1.11E-23	2.36E-22	7.77E-20	Significant
X4280.47	PSA2	PSMA2	0.037954505	0.00369983	1.19E-23	2.53E-22	8.34E-20	Significant
X17746.77	FIS1	FIS1	0.027851705	0.002717674	1.30E-23	2.75E-22	9.11E-20	Significant
X14273.19	PPCE	PREP	0.119873153	0.011713804	1.49E-23	3.15E-22	1.05E-19	Significant
X3844.2	Cyclophilin A	PPIA	0.042573497	0.004161943	1.53E-23	3.23E-22	1.07E-19	Significant
X4474.19	Ubiquitin	RPS27A	0.013419688	0.001314065	1.79E-23	3.76E-22	1.26E-19	Significant
X23923.26	PPM1F	PPM1F	0.055055052	0.005391399	1.80E-23	3.77E-22	1.26E-19	Significant
X21707.15	C1QL3	C1QL3	0.06910979	0.006780645	2.16E-23	4.51E-22	1.51E-19	Significant
X25108.6	ATE1	ATE1	-0.045192208	0.004448137	2.91E-23	6.07E-22	2.05E-19	Significant
X11211.7	TBCE	TBCE	0.01973444	0.001941882	2.96E-23	6.16E-22	2.08E-19	Significant
X23284.5	LMO4	LMO4	-0.055208085	0.005436099	3.03E-23	6.29E-22	2.13E-19	Significant
X17818.22	SUGT1	SUGT1	0.046819396	0.004610522	3.07E-23	6.35E-22	2.16E-19	Significant
X22540.129	PSB7	PSMB7	0.032869578	0.003239653	3.39E-23	6.99E-22	2.38E-19	Significant
X16825.20	ATX3	ATXN3	0.022683941	0.002237062	3.59E-23	7.37E-22	2.52E-19	Significant
X7738.299	STX2	STX2	0.056098446	0.00554872	4.71E-23	9.63E-22	3.31E-19	Significant
X16606.85	Aldose reductase	AKR1B1	0.039956107	0.003952568	4.71E-23	9.63E-22	3.31E-19	Significant
X21276.11	CD133	PROM1	0.097967086	0.009688194	4.94E-23	1.01E-21	3.47E-19	Significant
X11320.29	CHFR	CHFR	0.015501936	0.00154989	1.28E-22	2.60E-21	8.98E-19	Significant
X24938.7	AP2B1	AP2B1	0.041829601	0.004197282	1.78E-22	3.60E-21	1.25E-18	Significant
X18380.78	Albumin	ALB	-0.050680323	0.005087673	1.90E-22	3.84E-21	1.34E-18	Significant
X12494.99	GBRL2	GABARAPL2	0.040437583	0.00406817	2.27E-22	4.57E-21	1.59E-18	Significant
X10530.8	PSB6	PSMB6	0.009712881	0.000977703	2.41E-22	4.85E-21	1.70E-18	Significant
X24426.191	CTNA1	CTNNA1	0.016234179	0.001634928	2.58E-22	5.16E-21	1.81E-18	Significant
X13642.90	CIG49	IFIT3	-0.020017103	0.002021818	3.28E-22	6.56E-21	2.31E-18	Significant
X24954.83	AP1B1	AP1B1	0.018699009	0.001890252	3.57E-22	7.10E-21	2.51E-18	Significant
X5885.55	eIF-4H	EIF4H	0.039996475	0.004049988	4.16E-22	8.26E-21	2.92E-18	Significant
X17490.4	SH3BGRL3-like protein	SH3BGRL3	0.014429827	0.001461	4.19E-22	8.30E-21	2.94E-18	Significant
X4851.25	IL-1a	IL1A	0.033239289	0.003372865	4.98E-22	9.84E-21	3.50E-18	Significant
X8053.16	DJB14:CD	DNAJB14	0.018448394	0.001874192	5.64E-22	1.11E-20	3.97E-18	Significant
X13563.259	ACBD7	ACBD7	0.013232513	0.001349631	7.99E-22	1.57E-20	5.62E-18	Significant
X20231.23	UPP2	UPP2	0.019331822	0.001973543	8.72E-22	1.71E-20	6.13E-18	Significant
X8458.16	a-Synuclein	SNCA	0.018035703	0.001841353	8.91E-22	1.74E-20	6.26E-18	Significant
X10557.6	TEX29	TEX29	0.064014311	0.006545984	9.93E-22	1.93E-20	6.98E-18	Significant
X9176.3	MUC1:region 2	MUC1	0.04601222	0.004714909	1.20E-21	2.32E-20	8.41E-18	Significant
X13545.97	EIF1A	EIF1AD	0.01033431	0.001061253	1.47E-21	2.85E-20	1.03E-17	Significant
X7144.234	KAZD1	KAZALD1	0.048998683	0.005033198	1.51E-21	2.91E-20	1.06E-17	Significant
X20090.63	UB2E3	UBE2E3	0.018900526	0.001943731	1.67E-21	3.22E-20	1.18E-17	Significant
X16621.77	AIBP	NAXE	0.042041264	0.004340123	2.31E-21	4.44E-20	1.63E-17	Significant
X7952.2	VTI1A	VTI1A	0.049800286	0.005143886	2.40E-21	4.60E-20	1.69E-17	Significant
X5475.10	PKC-B-II	PRKCB	0.036889789	0.003850017	5.86E-21	1.12E-19	4.12E-17	Significant
X18313.4	Asparaginase-like protein 1	ASRGL1	0.012805882	0.00133615	5.96E-21	1.14E-19	4.19E-17	Significant
X23649.6	KLHL2	KLHL2	0.033629173	0.003511404	6.12E-21	1.16E-19	4.30E-17	Significant
X18236.3	LEGL	LGALSL	0.013683125	0.001431613	7.46E-21	1.41E-19	5.24E-17	Significant
X16317.20	Desmoglein-3	DSG3	0.027678391	0.002900457	9.22E-21	1.74E-19	6.48E-17	Significant
X4203.50	Cofilin-1	CFL1	0.039006478	0.00409459	9.64E-21	1.82E-19	6.77E-17	Significant
X23371.5	NIF3L	NIF3L1	0.105981403	0.011136201	1.06E-20	1.98E-19	7.42E-17	Significant
X2668.70	Calpain I	CAPN1|CAPNS1	0.05035004	0.005299721	1.22E-20	2.28E-19	8.56E-17	Significant
X7796.10	CD79A	CD79A	0.041129136	0.00434324	1.69E-20	3.16E-19	1.19E-16	Significant
X13013.41	PRKN2	PRKN	0.009195735	0.000971094	1.71E-20	3.19E-19	1.20E-16	Significant
X18901.26	HS71B	HSPA1B	0.056484752	0.005970889	1.73E-20	3.22E-19	1.22E-16	Significant
X22074.35	Ataxin-2-binding protein 1	RBFOX1	0.006598565	0.000697498	1.77E-20	3.27E-19	1.24E-16	Significant
X17355.56	SYT4	SYT4	0.043379629	0.004597771	2.17E-20	4.01E-19	1.52E-16	Significant
X7186.111	STX3	STX3	0.044077228	0.004671693	2.20E-20	4.05E-19	1.54E-16	Significant
X19252.67	PSB2	PSMB2	0.022428298	0.002383347	2.76E-20	5.07E-19	1.94E-16	Significant
X18342.2	SERC	PSAT1	0.051128527	0.005439648	3.01E-20	5.53E-19	2.12E-16	Significant
X21967.20	DHI1	HSD11B1	0.021125614	0.002245697	3.11E-20	5.69E-19	2.18E-16	Significant
X21849.2	UBQL3	UBQLN3	0.038132042	0.004060128	3.25E-20	5.94E-19	2.28E-16	Significant
X19219.71	NTF-2	NUTF2	0.035524059	0.003787608	3.56E-20	6.47E-19	2.50E-16	Significant
X18280.29	DTD2	DTD2	0.029309474	0.003125745	3.64E-20	6.60E-19	2.56E-16	Significant
X7167.102	VAPA	VAPA	0.042930755	0.004581302	3.79E-20	6.87E-19	2.67E-16	Significant
X5494.52	RUXF	SNRPF	-0.041322002	0.004431066	5.71E-20	1.03E-18	4.01E-16	Significant
X23315.30	FAM9B	FAM9B	0.02674428	0.002872299	7.17E-20	1.29E-18	5.04E-16	Significant
X20975.2	RCAN2	RCAN2	0.022311694	0.002402845	8.26E-20	1.48E-18	5.80E-16	Significant
X6603.18	KALM	ANOS1	0.006721013	0.000724991	9.35E-20	1.68E-18	6.57E-16	Significant
X10447.18	PABP3	PABPC3	0.013951226	0.001505055	9.66E-20	1.73E-18	6.79E-16	Significant
X24319.19	ISPD	CRPPA	0.008572553	0.000925803	1.02E-19	1.82E-18	7.15E-16	Significant
X10339.48	NSE	ENO2	0.053256407	0.005764624	1.22E-19	2.17E-18	8.56E-16	Significant
X22009.1	PPM1B	PPM1B	0.039887825	0.004344986	2.02E-19	3.59E-18	1.42E-15	Significant
X11365.17	TEN4	TENM4	0.016726995	0.001824749	2.27E-19	4.02E-18	1.59E-15	Significant
X21002.1	NUDC2	NUDCD2	0.023101445	0.002522314	2.48E-19	4.37E-18	1.74E-15	Significant
X19197.95	THIL	ACAT1	0.052126982	0.005700548	2.74E-19	4.83E-18	1.93E-15	Significant
X2652.15	suPAR	PLAUR	0.04959879	0.005434971	3.23E-19	5.67E-18	2.27E-15	Significant
X12564.9	NIP7	NIP7	-0.009369705	0.001028937	3.83E-19	6.72E-18	2.69E-15	Significant
X20434.23	PC4L1	PCP4L1	0.023814174	0.002623902	4.96E-19	8.67E-18	3.48E-15	Significant
X18339.207	PSB3	PSMB3	0.015605048	0.001720475	5.22E-19	9.10E-18	3.67E-15	Significant
X7625.27	14-3-3 protein theta	YWHAQ	0.055569029	0.006140906	6.20E-19	1.08E-17	4.36E-15	Significant
X3350.53	CAMK2A	CAMK2A	0.007774804	0.000860511	7.02E-19	1.22E-17	4.94E-15	Significant
X23187.9	VCIP1	VCPIP1	0.009444739	0.001045397	7.04E-19	1.22E-17	4.95E-15	Significant
X22088.3	BTG1	BTG1	0.038244716	0.004233654	7.07E-19	1.22E-17	4.97E-15	Significant
X11494.4	ELL2	ELL2	-0.017812373	0.00197145	7.07E-19	1.22E-17	4.97E-15	Significant
X9870.17	SYWC	WARS1	0.059773733	0.006626689	7.93E-19	1.36E-17	5.57E-15	Significant
X13589.10	APBB3:PID 2	APBB3	0.071967377	0.007971454	8.36E-19	1.43E-17	5.87E-15	Significant
X19553.14	STX1a	STX1A	0.065461419	0.007269737	9.04E-19	1.55E-17	6.36E-15	Significant
X11130.158	CACB4	CACNB4	0.012281321	0.00136642	1.05E-18	1.79E-17	7.37E-15	Significant
X18235.16	PGP	PGP	0.025674558	0.002855637	1.05E-18	1.79E-17	7.40E-15	Significant
X8040.9	LEMD1	LEMD1	0.021485584	0.002389467	1.05E-18	1.79E-17	7.41E-15	Significant
X9834.62	ADH1B	ADH1B	0.010833245	0.001206397	1.12E-18	1.90E-17	7.89E-15	Significant
X17799.9	6PGL	PGLS	0.042999184	0.004791202	1.18E-18	1.99E-17	8.28E-15	Significant
X4306.4	Transketolase	TKT	0.024274704	0.002705219	1.18E-18	1.99E-17	8.30E-15	Significant
X15604.18	JNK2	MAPK9	0.013906935	0.001550361	1.23E-18	2.06E-17	8.61E-15	Significant
X21341.19	CHM4A	CHMP4A	0.063868817	0.007127706	1.31E-18	2.20E-17	9.23E-15	Significant
X3336.50	TFPI	TFPI	0.062145531	0.006936741	1.33E-18	2.23E-17	9.38E-15	Significant
X9266.1	sTREM-1	TREM1	0.034670772	0.003892254	2.11E-18	3.53E-17	1.48E-14	Significant
X11546.7	CYGB	CYGB	0.00913977	0.001027757	2.34E-18	3.90E-17	1.65E-14	Significant
X18397.5	AK1C4	AKR1C4	-0.018349618	0.002065729	2.53E-18	4.21E-17	1.78E-14	Significant
X12646.2	RPE	RPE	0.016956512	0.001915154	3.23E-18	5.36E-17	2.27E-14	Significant
X15316.262	TXN4B	TXNL4B	0.014115561	0.00159647	3.62E-18	5.99E-17	2.55E-14	Significant
X11160.56	RN122	RNF122	0.024196276	0.00274074	4.01E-18	6.61E-17	2.82E-14	Significant
X12677.164	FLII	FLII	0.01225204	0.001387386	4.05E-18	6.67E-17	2.85E-14	Significant
X10948.14	PLD3	PLD3	0.067652141	0.007666971	4.18E-18	6.87E-17	2.94E-14	Significant
X9388.18	MCEE	MCEE	0.019177403	0.002174826	4.44E-18	7.27E-17	3.12E-14	Significant
X11241.8	ARLY	ASL	0.0868958	0.009856531	4.45E-18	7.28E-17	3.13E-14	Significant
X12476.50	TIGAR	TIGAR	0.008798277	0.000998702	4.67E-18	7.62E-17	3.28E-14	Significant
X6404.20	C1QRF	C1QL1	0.043735268	0.004966143	4.81E-18	7.82E-17	3.38E-14	Significant
X3170.6	AMPM2	METAP2	0.051998639	0.005908635	5.04E-18	8.18E-17	3.54E-14	Significant
X24237.115	CACB3	CACNB3	0.020666584	0.002348471	5.17E-18	8.37E-17	3.63E-14	Significant
X25463.3	KAP3	PRKAR2B	0.036640344	0.004172887	6.01E-18	9.72E-17	4.23E-14	Significant
X25064.34	INP4A	INPP4A	0.012212994	0.001391406	6.15E-18	9.92E-17	4.32E-14	Significant
X18392.19	MAT2B	MAT2B	0.042927911	0.004891663	6.83E-18	1.10E-16	4.80E-14	Significant
X21536.65	CPLX3	CPLX3	0.023324674	0.002662177	7.01E-18	1.12E-16	4.93E-14	Significant
X18233.10	GOT2	GOT2	0.05210707	0.005967978	9.12E-18	1.46E-16	6.41E-14	Significant
X10835.25	A4GCT	A4GNT	0.066887684	0.00766869	9.64E-18	1.54E-16	6.78E-14	Significant
X5717.2	CILP	CILP	0.020103323	0.002307979	1.07E-17	1.71E-16	7.53E-14	Significant
X14099.20	PSA4	PSMA4	0.009500728	0.001092228	1.19E-17	1.89E-16	8.36E-14	Significant
X9757.29	ENAH	ENAH	0.016659053	0.001917145	1.29E-17	2.05E-16	9.10E-14	Significant
X21752.10	MIRO1	RHOT1	0.010728055	0.001235402	1.34E-17	2.12E-16	9.41E-14	Significant
X2877.3	UBC9	UBE2I	0.035544625	0.004100957	1.52E-17	2.40E-16	1.07E-13	Significant
X5596.75	CD5:ECD	CD5	0.062084376	0.007168941	1.62E-17	2.55E-16	1.14E-13	Significant
X13491.40	PDE6D	PDE6D	0.009959255	0.001150706	1.70E-17	2.68E-16	1.20E-13	Significant
X24435.1	Dynamin	DNM1	0.051552224	0.005968053	1.93E-17	3.03E-16	1.36E-13	Significant
X9872.23	CTNA2	CTNNA2	0.0083062	0.000964581	2.43E-17	3.81E-16	1.71E-13	Significant
X7089.42	SYT11	SYT11	0.012386854	0.00144201	2.89E-17	4.51E-16	2.03E-13	Significant
X9754.33	Quinone reductase 2	NQO2	0.045416581	0.005293663	3.30E-17	5.15E-16	2.32E-13	Significant
X21537.33	SCLY	SCLY	0.030232729	0.00353141	3.64E-17	5.67E-16	2.56E-13	Significant
X8006.12	DJB12	DNAJB12	0.040531059	0.004739841	3.92E-17	6.08E-16	2.76E-13	Significant
X3642.4	SLAF5	CD84	0.029224837	0.003419445	4.14E-17	6.40E-16	2.91E-13	Significant
X17678.28	VSIG4	VSIG4	0.056745715	0.006643953	4.33E-17	6.69E-16	3.04E-13	Significant
X3855.56	Peroxiredoxin-1	PRDX1	0.045220043	0.00530344	4.81E-17	7.41E-16	3.38E-13	Significant
X21180.16	PLCX3	PLCXD3	0.064148709	0.007536103	5.41E-17	8.32E-16	3.80E-13	Significant
X21475.137	TXNL1	TXNL1	0.078613697	0.009245701	6.26E-17	9.61E-16	4.40E-13	Significant
X21499.17	COQ7	COQ7	-0.007859082	0.000925614	6.44E-17	9.86E-16	4.53E-13	Significant
X25297.11	SPD2B	SH3PXD2B	0.017082497	0.002013177	6.76E-17	1.03E-15	4.75E-13	Significant
X21326.28	TBCC	TBCC	0.026085513	0.003079202	7.65E-17	1.17E-15	5.37E-13	Significant
X23654.6	ALG2	ALG2	-0.041497471	0.00490439	8.17E-17	1.24E-15	5.74E-13	Significant
X4212.5	EP15R	EPS15L1	0.007539346	0.000891695	8.65E-17	1.31E-15	6.08E-13	Significant
X18310.26	SELW	SELENOW	0.039965175	0.004739891	1.04E-16	1.57E-15	7.28E-13	Significant
X23425.19	ERMIN	ERMN	0.053507647	0.006343386	1.04E-16	1.58E-15	7.34E-13	Significant
X19438.68	SYF2	SYF2	0.02883301	0.003420715	1.08E-16	1.63E-15	7.58E-13	Significant
X24902.84	GEPH	GPHN	0.050536451	0.006030109	1.56E-16	2.35E-15	1.10E-12	Significant
X22579.93	NRX1B	NRXN1	0.080640374	0.009631477	1.67E-16	2.51E-15	1.17E-12	Significant
X13939.14	UGPA1	UGP2	0.027680937	0.003311737	1.86E-16	2.79E-15	1.31E-12	Significant
X7999.23	CD39	ENTPD1	0.049370677	0.005909303	1.91E-16	2.86E-15	1.34E-12	Significant
X23929.159	PRRT2	PRRT2	0.049673632	0.005956239	2.17E-16	3.24E-15	1.53E-12	Significant
X3441.64	GSK-3 alpha	GSK3A	0.011564808	0.001389544	2.47E-16	3.68E-15	1.74E-12	Significant
X13676.46	Inhibin bB chain	INHBB	0.041101309	0.004941398	2.56E-16	3.81E-15	1.80E-12	Significant
X22103.25	CDK20	CDK20	0.032911183	0.003947248	2.59E-16	3.83E-15	1.82E-12	Significant
X12446.49	GST A1-1	GSTA1	0.011879869	0.001432211	3.11E-16	4.60E-15	2.19E-12	Significant
X23409.83	SYAP1	SYAP1	0.011001561	0.001326708	3.15E-16	4.65E-15	2.21E-12	Significant
X11258.41	MAdCAM-1	MADCAM1	0.015146554	0.001827395	3.26E-16	4.80E-15	2.29E-12	Significant
X20457.13	COA4	COA4	0.019589142	0.002366683	3.60E-16	5.30E-15	2.53E-12	Significant
X17827.53	DLRB2	DYNLRB2	0.011275989	0.001362804	3.72E-16	5.46E-15	2.62E-12	Significant
X7818.101	GBP6	GBP6	0.012386393	0.001499263	4.05E-16	5.93E-15	2.85E-12	Significant
X20107.11	MYL4	MYL4	0.02936533	0.003555749	4.09E-16	5.98E-15	2.88E-12	Significant
X9503.1	NMS	NMS	0.015701648	0.001903565	4.46E-16	6.51E-15	3.14E-12	Significant
X8048.9	FTMT	FTMT	0.056546267	0.006852489	4.48E-16	6.53E-15	3.15E-12	Significant
X13434.172	PARVA	PARVA	0.044580219	0.005411307	4.88E-16	7.09E-15	3.43E-12	Significant
X23365.7	FNDC8	FNDC8	0.019608821	0.002377964	5.34E-16	7.73E-15	3.75E-12	Significant
X20929.4	CTDSL	CTDSPL	-0.012879806	0.001567779	5.79E-16	8.38E-15	4.07E-12	Significant
X18340.2	Proteasome beta chain	PSMB4	0.082167728	0.010009139	6.05E-16	8.73E-15	4.25E-12	Significant
X17205.21	RAB5A	RAB5A	-0.015723037	0.001916469	6.35E-16	9.15E-15	4.47E-12	Significant
X21857.26	RACK1	RACK1	-0.055285367	0.006745747	6.74E-16	9.69E-15	4.74E-12	Significant
X13124.20	ISLR2	ISLR2	0.058225233	0.00710697	6.88E-16	9.86E-15	4.83E-12	Significant
X9942.2	NXT1	NXT1	0.010712356	0.001310646	8.06E-16	1.15E-14	5.66E-12	Significant
X8268.98	HS3SA	HS3ST3A1	0.013558177	0.001659707	8.51E-16	1.22E-14	5.99E-12	Significant
X3897.61	PLPP	PDXP	0.032701102	0.004008115	9.24E-16	1.32E-14	6.49E-12	Significant
X2813.11	ART	AGRP	0.06251518	0.007671746	9.74E-16	1.39E-14	6.84E-12	Significant
X18373.13	Radixin	RDX	0.039577229	0.004859329	1.00E-15	1.42E-14	7.04E-12	Significant
X21539.139	SYT6	SYT6	0.032304019	0.003966445	1.00E-15	1.42E-14	7.06E-12	Significant
X12497.29	SDOS	NUDT16L1	0.023152747	0.002843929	1.04E-15	1.47E-14	7.29E-12	Significant
X19257.11	CLCA	CLTA	0.03998301	0.004931	1.35E-15	1.90E-14	9.46E-12	Significant
X12988.49	EWS	EWSR1	0.016375292	0.002019841	1.35E-15	1.90E-14	9.50E-12	Significant
X21814.13	MMAD	MMADHC	-0.014190609	0.001750718	1.40E-15	1.97E-14	9.85E-12	Significant
X8528.74	ISLR2	ISLR2	0.058759259	0.00725553	1.43E-15	2.01E-14	1.01E-11	Significant
X5464.52	GRB2 adapter protein	GRB2	0.041036106	0.005071882	1.52E-15	2.13E-14	1.07E-11	Significant
X11401.181	RN146	RNF146	0.006875325	0.000850324	1.61E-15	2.25E-14	1.13E-11	Significant
X17836.17	S100A16	S100A16	0.026874773	0.003322707	1.61E-15	2.25E-14	1.13E-11	Significant
X22527.4	PDLI3	PDLIM3	0.052487539	0.006490935	1.63E-15	2.27E-14	1.14E-11	Significant
