model	query	go	ncurated	nllm	ninter	generatio	bgratio	richFactor	foldEnrich	jaccard	p_val
human	Acyl Chain Remodelling Of PG	Phosphatidylglycerol Acyl-Chain Remodeling	8	18	6	0.75	0.0009069837750680237	0.3333333333333333	826.9166666666667	0.3	6.123532321526532e-18
human	Acyl Chain Remodelling Of PI	Phosphatidylinositol Acyl-Chain Remodeling	5	17	3	0.6	0.0008565957875642446	0.17647058823529413	700.4470588235295	0.15789473684210525	5.214913563655374e-09
human	Acyl Chain Remodelling Of PS	Phosphatidylserine Acyl-Chain Remodeling	7	22	6	0.8571428571428571	0.0011085357250831401	0.2727272727272727	773.2207792207793	0.2608695652173913	6.155099641672292e-18
human	Adenylate Cyclase Activating Pathway	Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway	15	9	0	0.0	0.00045349188753401187	0.0	0.0	0.0	1.0
human	Adenylate Cyclase Inhibitory Pathway	Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway	52	13	7	0.1346153846153846	0.0006550438375491283	0.5384615384615384	205.5059171597633	0.1206896551724138	9.4389885041179e-16
human	Adherens Junctions Interactions	Adherens Junction Assembly	9	29	1	0.1111111111111111	0.0014612516376095938	0.034482758620689655	76.03831417624521	0.02702702702702703	0.013077277608777155
human	Aggrephagy	Aggrephagy	6	24	0	0.0	0.0012093117000906983	0.0	0.0	0.0	1.0
human	Alpha-oxidation Of Phytanate	Fatty Acid Alpha-Oxidation	7	6	3	0.42857142857142855	0.0003023279250226746	0.5	1417.5714285714284	0.3	5.371542077917438e-10
human	Amino Acid Transport Across Plasma Membrane	Amino Acid Import Across Plasma Membrane	27	33	16	0.5925925925925926	0.0016628035876247102	0.48484848484848486	356.381593714927	0.36363636363636365	5.480580406437166e-40
human	Amyloid Fiber Formation	Amyloid Fibril Formation	24	79	10	0.4166666666666667	0.003980651012798549	0.12658227848101267	104.67299578059072	0.10752688172043011	1.03719396894559e-18
human	Androgen Biosynthesis	Androgen Biosynthetic Process	8	11	6	0.75	0.0005542678625415701	0.5454545454545454	1353.1363636363637	0.46153846153846156	1.5248783861264713e-19
human	Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC	Peptide Antigen Assembly With MHC Protein Complex	18	28	3	0.16666666666666666	0.0014108636501058147	0.10714285714285714	118.13095238095238	0.06976744186046512	2.0233661554781447e-06
human	Antigen Activates B Cell Receptor Leading To Second Messenger Generation	B Cell Activation	92	31	7	0.07608695652173914	0.001562027612617152	0.22580645161290322	48.710378681626935	0.0603448275862069	8.758999460354854e-11
human	Antigen processing-Cross Presentation	Antigen Processing And Presentation Of Exogenous Peptide Antigen	31	104	6	0.1935483870967742	0.005240350700393026	0.057692307692307696	36.93424317617866	0.046511627906976744	1.1850045595157876e-08
human	Antimicrobial Peptides	Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide	65	89	23	0.35384615384615387	0.00448453088783634	0.25842696629213485	78.90371650821089	0.17557251908396945	8.68344259443405e-39
human	Apoptosis Induced DNA Fragmentation	Apoptotic DNA Fragmentation	8	13	1	0.125	0.0006550438375491283	0.07692307692307693	190.8269230769231	0.05	0.00522927229900167
human	Apoptotic Execution Phase	Regulation Of Execution Phase Of Apoptosis	24	52	1	0.041666666666666664	0.002620175350196513	0.019230769230769232	15.90224358974359	0.013333333333333334	0.061059624869223166
human	Arachidonic Acid Metabolism	Arachidonic Acid Metabolic Process	52	59	31	0.5961538461538461	0.0029728912627229667	0.5254237288135594	200.52998696219035	0.3875	5.140253846378202e-69
human	Asparagine N-linked Glycosylation	Protein N-linked Glycosylation Via Asparagine	23	282	15	0.6521739130434783	0.014209412476065705	0.05319148936170213	45.89731729879741	0.05172413793103448	5.92558254939255e-23
human	Aspartate And Asparagine Metabolism	Aspartate Metabolic Process	5	11	1	0.2	0.0005542678625415701	0.09090909090909091	360.83636363636367	0.06666666666666667	0.002768547594230149
human	Attachment Of GPI Anchor To uPAR	Attachment Of GPI Anchor To Protein	5	7	4	0.8	0.0003527159125264537	0.5714285714285714	2268.114285714286	0.5	2.7079217834633548e-14
human	Autophagy	Macroautophagy	104	128	40	0.38461538461538464	0.006449662400483724	0.3125	59.63341346153847	0.20833333333333334	2.017567541247733e-62
human	Axon Guidance	Axon Guidance	149	519	77	0.5167785234899329	0.02615136551446135	0.14836223506743737	19.76105313522391	0.13028764805414553	3.677335771442591e-82
human	B-WICH Complex Positively Regulates rRNA Expression	Positive Regulation Of rRNA Processing	9	59	0	0.0	0.0029728912627229667	0.0	0.0	0.0	1.0
human	Base Excision Repair	Base-Excision Repair	36	72	18	0.5	0.003627935100272095	0.25	137.81944444444446	0.2	1.015228887888306e-35
human	Base-Excision Repair, AP Site Formation	Base-Excision Repair, AP Site Formation	11	44	11	1.0	0.0022170714501662803	0.25	451.04545454545456	0.25	1.6319791007879414e-30
human	Beta-catenin Independent WNT Signaling	Non-Canonical Wnt Signaling Pathway	41	142	19	0.4634146341463415	0.007155094225536632	0.13380281690140844	64.76709034695982	0.11585365853658537	1.0621895990273257e-30
human	Beta-oxidation Of Very Long Chain Fatty Acids	Fatty Acid Beta-Oxidation	49	11	7	0.14285714285714285	0.0005542678625415701	0.6363636363636364	257.7402597402597	0.1320754716981132	1.1707610193139353e-16
human	Bicarbonate Transporters	Bicarbonate Transport	19	10	8	0.42105263157894735	0.000503879875037791	0.8	835.6210526315789	0.38095238095238093	5.7010139430825214e-24
human	Bile Acid And Bile Salt Metabolism	Bile Acid And Bile Salt Transport	23	45	11	0.4782608695652174	0.0022674594376700594	0.24444444444444444	210.92367149758456	0.19298245614035087	2.8658471799378225e-24
human	Branched-chain Amino Acid Catabolism	Branched-Chain Amino Acid Catabolic Process	17	21	13	0.7647058823529411	0.001058147737579361	0.6190476190476191	722.6834733893558	0.52	4.0804487489215605e-38
human	CDC42 GTPase Cycle	Cdc42 Protein Signal Transduction	8	149	1	0.125	0.0075078101380630854	0.006711409395973154	16.649328859060404	0.00641025641025641	0.058517727625881866
human	CLEC7A (Dectin-1) Signaling	Stimulatory C-type Lectin Receptor Signaling Pathway	19	99	7	0.3684210526315789	0.004988410762874131	0.0707070707070707	73.85539606592238	0.06306306306306306	2.9725360188115705e-12
human	COPI-dependent Golgi-to-ER Retrograde Traffic	Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum	48	78	18	0.375	0.0039302630252947696	0.23076923076923078	95.41346153846155	0.16666666666666666	4.0323013528493085e-32
human	COPI-independent Golgi-to-ER Retrograde Traffic	Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum	48	34	3	0.0625	0.0017131915751284893	0.08823529411764706	36.481617647058826	0.0379746835443038	7.537760702393153e-05
human	COPI-mediated Anterograde Transport	Intraciliary Anterograde Transport	16	80	0	0.0	0.004031039000302328	0.0	0.0	0.0	1.0
human	COPII-mediated Vesicle Transport	COPII-coated Vesicle Cargo Loading	14	66	9	0.6428571428571429	0.0033256071752494204	0.13636363636363635	193.30519480519482	0.1267605633802817	5.568043325039945e-20
human	CREB1 Phosphorylation Thru Activation Of Adenylate Cyclase	Activation Of Adenylate Cyclase Activity	20	12	0	0.0	0.0006046558500453492	0.0	0.0	0.0	1.0
human	Calcineurin Activates NFAT	calcineurin-NFAT Signaling Cascade	10	9	6	0.6	0.00045349188753401187	0.6666666666666666	1323.0666666666666	0.46153846153846156	2.0791999333162345e-19
human	Calcitonin-like Ligand Receptors	Calcitonin Family Receptor Signaling Pathway	6	10	6	1.0	0.000503879875037791	0.6	1984.6000000000001	0.6	2.4765217570260185e-21
human	Cap-dependent Translation Initiation	Cap-Dependent Translational Initiation	5	116	1	0.2	0.005845006550438375	0.008620689655172414	34.21724137931035	0.008333333333333333	0.028888260157414677
human	Cardiac Conduction	Cardiac Conduction	46	126	19	0.41304347826086957	0.006348886425476166	0.15079365079365079	65.0576259489303	0.12418300653594772	1.5581923794476777e-30
human	Cargo Recognition For Clathrin-Mediated Endocytosis	Clathrin-Coated Vesicle Cargo Loading	6	104	0	0.0	0.005240350700393026	0.0	0.0	0.0	1.0
human	Carnitine Metabolism	Carnitine Metabolic Process	9	11	2	0.2222222222222222	0.0005542678625415701	0.18181818181818182	400.9292929292929	0.1111111111111111	1.0033484143404227e-05
human	Caspase Activation Via Dependence Receptors In Absence Of Ligand	Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand	16	10	0	0.0	0.000503879875037791	0.0	0.0	0.0	1.0
human	Caspase Activation Via Extrinsic Apoptotic Signaling Pathway	Extrinsic Apoptotic Signaling Pathway	67	26	7	0.1044776119402985	0.0013100876750982565	0.2692307692307692	79.74856486796786	0.08139534883720931	2.263346466590519e-12
human	Cell Cycle Checkpoints	Mitotic Cell Cycle Checkpoint Signaling	25	271	11	0.44	0.013655144613524135	0.04059040590405904	32.22228782287823	0.03859649122807018	9.457182136132189e-15
human	Cell Junction Organization	Cell Junction Organization	62	86	5	0.08064516129032258	0.004333366925325002	0.05813953488372093	18.61027756939235	0.03496503496503497	7.239121969280434e-06
human	Cell-Cell Communication	Regulation Of Cell Communication	49	120	0	0.0	0.006046558500453492	0.0	0.0	0.0	1.0
human	Cell-cell Junction Organization	Cell-Cell Junction Organization	68	61	18	0.2647058823529412	0.003073667237730525	0.29508196721311475	86.12054001928641	0.16216216216216217	4.265108697003291e-31
human	Cell-extracellular Matrix Interactions	Cell-Matrix Adhesion	109	16	3	0.027522935779816515	0.0008062078000604656	0.1875	34.138761467889914	0.02459016393442623	8.567118692724606e-05
human	Cellular Senescence	Regulation Of Cellular Senescence	35	165	5	0.14285714285714285	0.008314017938123551	0.030303030303030304	17.182683982683983	0.02564102564102564	9.91851382993286e-06
human	Cellular Hexose Transport	Hexose Transmembrane Transport	22	21	18	0.8181818181818182	0.001058147737579361	0.8571428571428571	773.2207792207793	0.72	2.750383817918543e-55
human	Cellular Response To Chemical Stress	Cellular Response To Chemical Stress	89	182	18	0.20224719101123595	0.009170613725687796	0.0989010989010989	22.053833806642796	0.07114624505928854	1.541811086691303e-19
human	Cellular Response To Heat Stress	Cellular Response To Heat	40	99	13	0.325	0.004988410762874131	0.13131313131313133	65.1510101010101	0.10317460317460317	5.63270396927696e-21
human	Cellular Response To Hypoxia	Cellular Response To Hypoxia	72	73	6	0.08333333333333333	0.003678323087775874	0.0821917808219178	22.65525114155251	0.04316546762589928	2.5906399987299355e-07
human	Cellular Response To Starvation	Cellular Response To Starvation	126	153	28	0.2222222222222222	0.007709362088078202	0.1830065359477124	28.824981844589686	0.11155378486055777	2.2760946938116817e-33
human	Cellular Responses To Stimuli	Cellular Response To Hormone Stimulus	94	736	8	0.0851063829787234	0.037085558802781415	0.010869565217391304	2.2948658649398705	0.009732360097323601	0.02342733131533695
human	Cellular Responses To Stress	Regulation Of Cellular Response To Stress	107	722	16	0.14953271028037382	0.03638012697772851	0.0221606648199446	4.110285551557201	0.01968019680196802	1.5821326284151944e-06
human	Chaperone Mediated Autophagy	Regulation Of Chaperone-Mediated Autophagy	7	20	2	0.2857142857142857	0.001007759750075582	0.1	283.51428571428573	0.08	2.0200651559977304e-05
human	Chaperonin-mediated Protein Folding	Chaperone Cofactor-Dependent Protein Refolding	27	90	0	0.0	0.004534918875340119	0.0	0.0	0.0	1.0
human	Cholesterol Biosynthesis	Cholesterol Biosynthetic Process	25	26	16	0.64	0.0013100876750982565	0.6153846153846154	488.5169230769231	0.45714285714285713	3.927552593905149e-43
human	Choline Catabolism	Choline Metabolic Process	5	6	3	0.6	0.0003023279250226746	0.5	1984.6	0.375	1.5350744412728342e-10
human	Chondroitin Sulfate Biosynthesis	Chondroitin Sulfate Biosynthetic Process	13	20	12	0.9230769230769231	0.001007759750075582	0.6	915.9692307692309	0.5714285714285714	2.107436251234799e-37
human	Chondroitin Sulfate/Dermatan Sulfate Metabolism	Dermatan Sulfate Metabolic Process	5	50	5	1.0	0.002519399375188955	0.1	396.92	0.1	8.262603736150812e-14
human	Chromosome Maintenance	Telomere Maintenance	68	118	14	0.20588235294117646	0.0059457825254459334	0.11864406779661017	34.626620139581256	0.08139534883720931	2.937845009750637e-18
human	Chylomicron Assembly	High-Density Lipoprotein Particle Assembly	9	9	2	0.2222222222222222	0.00045349188753401187	0.2222222222222222	490.0246913580247	0.125	6.570461589971913e-06
human	Chylomicron Remodeling	Triglyceride-Rich Lipoprotein Particle Remodeling	8	9	4	0.5	0.00045349188753401187	0.4444444444444444	1102.5555555555557	0.3076923076923077	1.3638572940498328e-12
human	Cilium Assembly	Cilium Assembly	243	186	82	0.3374485596707819	0.009372165675702912	0.44086021505376344	36.00539846895881	0.23631123919308358	2.3608701311031078e-110
human	Class I MHC Mediated Antigen Processing And Presentation	Antigen Processing And Presentation Of Peptide Antigen Via MHC Class I	18	378	8	0.4444444444444444	0.0190466592764285	0.021164021164021163	23.33450911228689	0.020618556701030927	5.960558238010974e-10
human	Class I Peroxisomal Membrane Protein Import	Peroxisomal Membrane Transport	17	20	9	0.5294117647058824	0.001007759750075582	0.45	525.3352941176471	0.32142857142857145	3.0956386824666772e-24
human	Classical Antibody-Mediated Complement Activation	Regulation Of Complement Activation, Classical Pathway	8	6	0	0.0	0.0003023279250226746	0.0	0.0	0.0	1.0
human	Clathrin-mediated Endocytosis	Clathrin-Dependent Endocytosis	27	142	20	0.7407407407407407	0.007155094225536632	0.14084507042253522	103.5263432446531	0.1342281879194631	2.614176346933584e-38
human	Cobalamin (Cbl) Metabolism	Cobalamin Metabolic Process	7	6	4	0.5714285714285714	0.0003023279250226746	0.6666666666666666	1890.095238095238	0.4444444444444444	8.122782699577168e-14
human	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism	Cobalamin Transport	8	21	7	0.875	0.001058147737579361	0.3333333333333333	826.9166666666667	0.3181818181818182	3.868173883307889e-21
human	Coenzyme A Biosynthesis	Coenzyme A Biosynthetic Process	10	8	8	0.8	0.0004031039000302328	1.0	1984.6000000000001	0.8	7.550260718824903e-29
human	Collagen Biosynthesis And Modifying Enzymes	Regulation Of Collagen Biosynthetic Process	18	67	0	0.0	0.0033759951627531995	0.0	0.0	0.0	1.0
human	Collagen Chain Trimerization	Protein Trimerization	14	44	0	0.0	0.0022170714501662803	0.0	0.0	0.0	1.0
human	Condensation Of Prometaphase Chromosomes	Chromosome Condensation	32	10	4	0.125	0.000503879875037791	0.4	248.07500000000002	0.10526315789473684	1.1607702162722825e-09
human	Condensation Of Prophase Chromosomes	Chromosome Condensation	32	43	5	0.15625	0.002166683462662501	0.11627906976744186	72.11482558139535	0.07142857142857142	7.240334826530927e-09
human	Constitutive Signaling By Overexpressed ERBB2	ERBB2 Signaling Pathway	13	10	1	0.07692307692307693	0.000503879875037791	0.1	152.66153846153847	0.045454545454545456	0.006532640378009306
human	Cristae Formation	Cristae Formation	12	29	8	0.6666666666666666	0.0014612516376095938	0.27586206896551724	456.2298850574713	0.24242424242424243	3.551350692001164e-21
human	Cross-presentation Of Particulate Exogenous Antigens (Phagosomes)	Antigen Processing And Presentation Of Exogenous Peptide Antigen	31	8	0	0.0	0.0004031039000302328	0.0	0.0	0.0	1.0
human	Cross-presentation Of Soluble Exogenous Antigens (Endosomes)	Antigen Processing And Presentation Of Exogenous Peptide Antigen	31	48	0	0.0	0.0024186234001813967	0.0	0.0	0.0	1.0
human	Crosslinking Of Collagen Fibrils	Collagen Fibril Organization	42	10	9	0.21428571428571427	0.000503879875037791	0.9	425.27142857142854	0.20930232558139536	3.389009918178022e-24
human	Cyclin A/B1/B2 Associated Events During G2/M Transition	Cell Cycle G2/M Phase Transition	40	25	13	0.325	0.0012596996875944774	0.52	257.99800000000005	0.25	5.2006235084024844e-30
human	Cytokine Signaling In Immune System	Cytokine-Mediated Signaling Pathway	257	702	150	0.5836575875486382	0.035372367227652926	0.21367521367521367	16.50038245368985	0.18541409147095178	1.8310880029674837e-152
human	Cytosolic Iron-Sulfur Cluster Assembly	Iron-Sulfur Cluster Assembly	27	12	7	0.25925925925925924	0.0006046558500453492	0.5833333333333334	428.7716049382716	0.21875	2.913504030977839e-18
human	Cytosolic tRNA Aminoacylation	tRNA Aminoacylation	22	24	10	0.45454545454545453	0.0012093117000906983	0.4166666666666667	375.8712121212121	0.2777777777777778	4.829178630456067e-25
human	DNA Damage Bypass	DNA Damage Response	384	48	22	0.057291666666666664	0.0024186234001813967	0.4583333333333333	23.68771701388889	0.05365853658536585	1.9221261249499006e-25
