database	model	descr	descr_cleaned	ninter	nunion	jaccard_similarity
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Primary bile acid biosynthesis	Primary bile acid biosynthesis	2	6	0.3333333333333333
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Primary immunodeficiency	Primary immunodeficiency	3	9	0.3333333333333333
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Prion disease	Prion disease	1	2	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Progesterone-mediated oocyte maturation	Progesterone-mediated oocyte maturation	0	4	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Prolactin signaling pathway	Prolactin signaling pathway	5	6	0.8333333333333334
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Propanoate metabolism	Propanoate metabolism	2	4	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Prostate cancer	Prostate cancer	3	8	0.375
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Proteasome	Proteasome	3	20	0.15
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Protein digestion and absorption	Protein digestion and absorption	0	8	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Protein export	Protein export	1	4	0.25
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Protein processing in endoplasmic reticulum	Protein processing in endoplasmic reticulum	1	6	0.16666666666666666
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Proteoglycans in cancer	Proteoglycans in cancer	0	6	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Proximal tubule bicarbonate reclamation	Proximal tubule bicarbonate reclamation	1	4	0.25
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Purine metabolism	Purine metabolism	3	5	0.6
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Pyrimidine metabolism	Pyrimidine metabolism	2	5	0.4
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Pyruvate metabolism	Pyruvate metabolism	2	8	0.25
KEGG_2021_Human	gpt-4o-mini-2024-07-18	RIG-I-like receptor signaling pathway	RIG-I-like receptor signaling pathway	2	8	0.25
KEGG_2021_Human	gpt-4o-mini-2024-07-18	RNA degradation	RNA degradation	1	13	0.07692307692307693
KEGG_2021_Human	gpt-4o-mini-2024-07-18	RNA polymerase	RNA polymerase	3	13	0.23076923076923078
KEGG_2021_Human	gpt-4o-mini-2024-07-18	RNA transport	RNA transport	1	6	0.16666666666666666
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Rap1 signaling pathway	Rap1 signaling pathway	2	3	0.6666666666666666
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Ras signaling pathway	Ras signaling pathway	5	10	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Regulation of actin cytoskeleton	Regulation of actin cytoskeleton	5	13	0.38461538461538464
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Regulation of lipolysis in adipocytes	Regulation of lipolysis in adipocytes	2	9	0.2222222222222222
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Relaxin signaling pathway	Relaxin signaling pathway	1	4	0.25
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Renal cell carcinoma	Renal cell carcinoma	2	10	0.2
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Renin secretion	Renin secretion	4	4	1.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Renin-angiotensin system	Renin-angiotensin system	6	7	0.8571428571428571
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Retinol metabolism	Retinol metabolism	4	8	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Retrograde endocannabinoid signaling	Retrograde endocannabinoid signaling	0	3	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Rheumatoid arthritis	Rheumatoid arthritis	4	7	0.5714285714285714
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Riboflavin metabolism	Riboflavin metabolism	1	3	0.3333333333333333
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Ribosome	Ribosome	4	21	0.19047619047619047
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Ribosome biogenesis in eukaryotes	Ribosome biogenesis in eukaryotes	3	17	0.17647058823529413
KEGG_2021_Human	gpt-4o-mini-2024-07-18	SNARE interactions in vesicular transport	SNARE interactions in vesicular transport	2	6	0.3333333333333333
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Salivary secretion	Salivary secretion	1	4	0.25
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Salmonella infection	Salmonella infection	2	9	0.2222222222222222
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Selenocompound metabolism	Selenocompound metabolism	1	5	0.2
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Serotonergic synapse	Serotonergic synapse	3	5	0.6
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Shigellosis	Shigellosis	0	6	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Signaling pathways regulating pluripotency of stem cells	Signaling pathways regulating pluripotency of stem cells	3	13	0.23076923076923078
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Small cell lung cancer	Small cell lung cancer	3	6	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Sphingolipid metabolism	Sphingolipid metabolism	1	11	0.09090909090909091
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Sphingolipid signaling pathway	Sphingolipid signaling pathway	1	5	0.2
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Spinocerebellar ataxia	Spinocerebellar ataxia	4	6	0.6666666666666666
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Spliceosome	Spliceosome	4	7	0.5714285714285714
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Staphylococcus aureus infection	Staphylococcus aureus infection	3	9	0.3333333333333333
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Starch and sucrose metabolism	Starch and sucrose metabolism	0	10	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Steroid biosynthesis	Steroid biosynthesis	8	11	0.7272727272727273
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Steroid hormone biosynthesis	Steroid hormone biosynthesis	8	10	0.8
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Sulfur metabolism	Sulfur metabolism	0	6	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Sulfur relay system	Sulfur relay system	1	3	0.3333333333333333
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Synaptic vesicle cycle	Synaptic vesicle cycle	5	10	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Synthesis and degradation of ketone bodies	Synthesis and degradation of ketone bodies	4	8	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Systemic lupus erythematosus	Systemic lupus erythematosus	4	7	0.5714285714285714
KEGG_2021_Human	gpt-4o-mini-2024-07-18	T cell receptor signaling pathway	T cell receptor signaling pathway	5	12	0.4166666666666667
KEGG_2021_Human	gpt-4o-mini-2024-07-18	TGF-beta signaling pathway	TGF-beta signaling pathway	6	14	0.42857142857142855
KEGG_2021_Human	gpt-4o-mini-2024-07-18	TNF signaling pathway	TNF signaling pathway	4	14	0.2857142857142857
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Taste transduction	Taste transduction	4	11	0.36363636363636365
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Taurine and hypotaurine metabolism	Taurine and hypotaurine metabolism	1	4	0.25
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis	0	6	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Th1 and Th2 cell differentiation	Th1 and Th2 cell differentiation	5	7	0.7142857142857143
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Th17 cell differentiation	Th17 cell differentiation	5	11	0.45454545454545453
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Thermogenesis	Thermogenesis	1	8	0.125
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Thiamine metabolism	Thiamine metabolism	1	5	0.2
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Thyroid cancer	Thyroid cancer	3	6	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Thyroid hormone signaling pathway	Thyroid hormone signaling pathway	2	7	0.2857142857142857
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Thyroid hormone synthesis	Thyroid hormone synthesis	3	4	0.75
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Tight junction	Tight junction	6	13	0.46153846153846156
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Toll-like receptor signaling pathway	Toll-like receptor signaling pathway	12	19	0.631578947368421
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Toxoplasmosis	Toxoplasmosis	0	6	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Transcriptional misregulation in cancer	Transcriptional misregulation in cancer	4	9	0.4444444444444444
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Tryptophan metabolism	Tryptophan metabolism	3	6	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Tuberculosis	Tuberculosis	3	8	0.375
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Type I diabetes mellitus	Type I diabetes mellitus	3	7	0.42857142857142855
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Type II diabetes mellitus	Type II diabetes mellitus	4	9	0.4444444444444444
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Tyrosine metabolism	Tyrosine metabolism	1	5	0.2
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone and other terpenoid-quinone biosynthesis	7	9	0.7777777777777778
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Ubiquitin mediated proteolysis	Ubiquitin mediated proteolysis	0	13	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	VEGF signaling pathway	VEGF signaling pathway	3	7	0.42857142857142855
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation	3	6	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Various types of N-glycan biosynthesis	Various types of N-glycan biosynthesis	5	19	0.2631578947368421
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Vascular smooth muscle contraction	Vascular smooth muscle contraction	3	6	0.5
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Vasopressin-regulated water reabsorption	Vasopressin-regulated water reabsorption	3	5	0.6
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Vibrio cholerae infection	Vibrio cholerae infection	1	4	0.25
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Viral carcinogenesis	Viral carcinogenesis	3	3	1.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Viral myocarditis	Viral myocarditis	2	7	0.2857142857142857
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Viral protein interaction with cytokine and cytokine receptor	Viral protein interaction with cytokine and cytokine receptor	4	10	0.4
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Vitamin B6 metabolism	Vitamin B6 metabolism	1	4	0.25
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Vitamin digestion and absorption	Vitamin digestion and absorption	0	8	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Wnt signaling pathway	Wnt signaling pathway	8	20	0.4
KEGG_2021_Human	gpt-4o-mini-2024-07-18	Yersinia infection	Yersinia infection	0	6	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	alpha-Linolenic acid metabolism	alpha-Linolenic acid metabolism	3	3	1.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	beta-Alanine metabolism	beta-Alanine metabolism	0	4	0.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	cAMP signaling pathway	cAMP signaling pathway	10	17	0.5882352941176471
KEGG_2021_Human	gpt-4o-mini-2024-07-18	cGMP-PKG signaling pathway	cGMP-PKG signaling pathway	3	9	0.3333333333333333
KEGG_2021_Human	gpt-4o-mini-2024-07-18	mRNA surveillance pathway	mRNA surveillance pathway	7	7	1.0
KEGG_2021_Human	gpt-4o-mini-2024-07-18	mTOR signaling pathway	mTOR signaling pathway	8	11	0.7272727272727273
KEGG_2021_Human	gpt-4o-mini-2024-07-18	p53 signaling pathway	p53 signaling pathway	2	10	0.2
KEGG_2021_Human	gpt-3.5-turbo-0125	ABC transporters	ABC transporters	4	4	1.0
KEGG_2021_Human	gpt-3.5-turbo-0125	AGE-RAGE signaling pathway in diabetic complications	AGE-RAGE signaling pathway in diabetic complications	1	5	0.2
KEGG_2021_Human	gpt-3.5-turbo-0125	AMPK signaling pathway	AMPK signaling pathway	0	9	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Acute myeloid leukemia	Acute myeloid leukemia	7	23	0.30434782608695654
KEGG_2021_Human	gpt-3.5-turbo-0125	Adherens junction	Adherens junction	3	5	0.6
KEGG_2021_Human	gpt-3.5-turbo-0125	Adipocytokine signaling pathway	Adipocytokine signaling pathway	1	5	0.2
KEGG_2021_Human	gpt-3.5-turbo-0125	Adrenergic signaling in cardiomyocytes	Adrenergic signaling in cardiomyocytes	0	16	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	African trypanosomiasis	African trypanosomiasis	0	0	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	1	4	0.25
KEGG_2021_Human	gpt-3.5-turbo-0125	Alcoholism	Alcoholism	2	5	0.4
KEGG_2021_Human	gpt-3.5-turbo-0125	Aldosterone synthesis and secretion	Aldosterone synthesis and secretion	1	3	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Aldosterone-regulated sodium reabsorption	Aldosterone-regulated sodium reabsorption	4	5	0.8
KEGG_2021_Human	gpt-3.5-turbo-0125	Allograft rejection	Allograft rejection	6	9	0.6666666666666666
KEGG_2021_Human	gpt-3.5-turbo-0125	Alzheimer disease	Alzheimer disease	4	9	0.4444444444444444
KEGG_2021_Human	gpt-3.5-turbo-0125	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	0	1	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	2	4	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Amoebiasis	Amoebiasis	0	2	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Amphetamine addiction	Amphetamine addiction	1	2	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	3	7	0.42857142857142855
KEGG_2021_Human	gpt-3.5-turbo-0125	Antigen processing and presentation	Antigen processing and presentation	3	7	0.42857142857142855
KEGG_2021_Human	gpt-3.5-turbo-0125	Apelin signaling pathway	Apelin signaling pathway	2	6	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Apoptosis	Apoptosis	7	7	1.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Arachidonic acid metabolism	Arachidonic acid metabolism	3	9	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Arginine and proline metabolism	Arginine and proline metabolism	3	6	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Arginine biosynthesis	Arginine biosynthesis	2	2	1.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Arrhythmogenic right ventricular cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy	4	10	0.4
KEGG_2021_Human	gpt-3.5-turbo-0125	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	1	2	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Asthma	Asthma	3	5	0.6
KEGG_2021_Human	gpt-3.5-turbo-0125	Autoimmune thyroid disease	Autoimmune thyroid disease	1	6	0.16666666666666666
KEGG_2021_Human	gpt-3.5-turbo-0125	Autophagy	Autophagy	3	8	0.375
KEGG_2021_Human	gpt-3.5-turbo-0125	Axon guidance	Axon guidance	3	14	0.21428571428571427
KEGG_2021_Human	gpt-3.5-turbo-0125	B cell receptor signaling pathway	B cell receptor signaling pathway	3	5	0.6
KEGG_2021_Human	gpt-3.5-turbo-0125	Bacterial invasion of epithelial cells	Bacterial invasion of epithelial cells	0	2	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Basal cell carcinoma	Basal cell carcinoma	2	5	0.4
KEGG_2021_Human	gpt-3.5-turbo-0125	Basal transcription factors	Basal transcription factors	0	7	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Base excision repair	Base excision repair	2	11	0.18181818181818182
KEGG_2021_Human	gpt-3.5-turbo-0125	Bile secretion	Bile secretion	4	12	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Biosynthesis of unsaturated fatty acids	Biosynthesis of unsaturated fatty acids	1	5	0.2
KEGG_2021_Human	gpt-3.5-turbo-0125	Bladder cancer	Bladder cancer	5	9	0.5555555555555556
KEGG_2021_Human	gpt-3.5-turbo-0125	Breast cancer	Breast cancer	4	8	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Butanoate metabolism	Butanoate metabolism	2	4	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	C-type lectin receptor signaling pathway	C-type lectin receptor signaling pathway	1	3	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Caffeine metabolism	Caffeine metabolism	1	3	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Calcium signaling pathway	Calcium signaling pathway	1	15	0.06666666666666667
KEGG_2021_Human	gpt-3.5-turbo-0125	Carbohydrate digestion and absorption	Carbohydrate digestion and absorption	3	8	0.375
KEGG_2021_Human	gpt-3.5-turbo-0125	Cardiac muscle contraction	Cardiac muscle contraction	5	8	0.625
KEGG_2021_Human	gpt-3.5-turbo-0125	Cell adhesion molecules	Cell adhesion molecules	10	22	0.45454545454545453
KEGG_2021_Human	gpt-3.5-turbo-0125	Cell cycle	Cell cycle	2	8	0.25
KEGG_2021_Human	gpt-3.5-turbo-0125	Cellular senescence	Cellular senescence	4	4	1.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Central carbon metabolism in cancer	Central carbon metabolism in cancer	2	3	0.6666666666666666
KEGG_2021_Human	gpt-3.5-turbo-0125	Chagas disease	Chagas disease	0	6	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Chemical carcinogenesis	Chemical carcinogenesis	2	6	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Chemokine signaling pathway	Chemokine signaling pathway	6	16	0.375
KEGG_2021_Human	gpt-3.5-turbo-0125	Cholesterol metabolism	Cholesterol metabolism	2	4	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Choline metabolism in cancer	Choline metabolism in cancer	2	2	1.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Cholinergic synapse	Cholinergic synapse	3	9	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Chronic myeloid leukemia	Chronic myeloid leukemia	1	4	0.25
KEGG_2021_Human	gpt-3.5-turbo-0125	Circadian entrainment	Circadian entrainment	0	13	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Circadian rhythm	Circadian rhythm	0	15	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	6	29	0.20689655172413793
KEGG_2021_Human	gpt-3.5-turbo-0125	Cocaine addiction	Cocaine addiction	1	3	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Collecting duct acid secretion	Collecting duct acid secretion	0	3	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Colorectal cancer	Colorectal cancer	3	13	0.23076923076923078
KEGG_2021_Human	gpt-3.5-turbo-0125	Complement and coagulation cascades	Complement and coagulation cascades	9	43	0.20930232558139536
KEGG_2021_Human	gpt-3.5-turbo-0125	Coronavirus disease	Coronavirus disease	2	4	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Cortisol synthesis and secretion	Cortisol synthesis and secretion	4	8	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Cushing syndrome	Cushing syndrome	1	4	0.25
KEGG_2021_Human	gpt-3.5-turbo-0125	Cysteine and methionine metabolism	Cysteine and methionine metabolism	1	5	0.2
KEGG_2021_Human	gpt-3.5-turbo-0125	Cytokine-cytokine receptor interaction	Cytokine-cytokine receptor interaction	0	11	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Cytosolic DNA-sensing pathway	Cytosolic DNA-sensing pathway	0	4	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	D-Glutamine and D-glutamate metabolism	D-Glutamine and D-glutamate metabolism	3	5	0.6
KEGG_2021_Human	gpt-3.5-turbo-0125	DNA replication	DNA replication	11	30	0.36666666666666664
KEGG_2021_Human	gpt-3.5-turbo-0125	Diabetic cardiomyopathy	Diabetic cardiomyopathy	0	2	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Dilated cardiomyopathy	Dilated cardiomyopathy	2	9	0.2222222222222222
KEGG_2021_Human	gpt-3.5-turbo-0125	Dopaminergic synapse	Dopaminergic synapse	6	10	0.6
KEGG_2021_Human	gpt-3.5-turbo-0125	Drug metabolism	Drug metabolism	2	5	0.4
KEGG_2021_Human	gpt-3.5-turbo-0125	ECM-receptor interaction	ECM-receptor interaction	13	40	0.325
KEGG_2021_Human	gpt-3.5-turbo-0125	Endocrine and other factor-regulated calcium reabsorption	Endocrine and other factor-regulated calcium reabsorption	1	2	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Endocytosis	Endocytosis	0	9	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Endometrial cancer	Endometrial cancer	4	10	0.4
KEGG_2021_Human	gpt-3.5-turbo-0125	Epithelial cell signaling in Helicobacter pylori infection	Epithelial cell signaling in Helicobacter pylori infection	0	0	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Epstein-Barr virus infection	Epstein-Barr virus infection	0	1	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	ErbB signaling pathway	ErbB signaling pathway	4	4	1.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Estrogen signaling pathway	Estrogen signaling pathway	2	9	0.2222222222222222
KEGG_2021_Human	gpt-3.5-turbo-0125	Ether lipid metabolism	Ether lipid metabolism	2	3	0.6666666666666666
KEGG_2021_Human	gpt-3.5-turbo-0125	Fanconi anemia pathway	Fanconi anemia pathway	10	13	0.7692307692307693
KEGG_2021_Human	gpt-3.5-turbo-0125	Fat digestion and absorption	Fat digestion and absorption	0	8	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Fatty acid biosynthesis	Fatty acid biosynthesis	3	4	0.75
KEGG_2021_Human	gpt-3.5-turbo-0125	Fatty acid degradation	Fatty acid degradation	6	9	0.6666666666666666
KEGG_2021_Human	gpt-3.5-turbo-0125	Fatty acid elongation	Fatty acid elongation	4	6	0.6666666666666666
KEGG_2021_Human	gpt-3.5-turbo-0125	Fc epsilon RI signaling pathway	Fc epsilon RI signaling pathway	1	8	0.125
KEGG_2021_Human	gpt-3.5-turbo-0125	Fc gamma R-mediated phagocytosis	Fc gamma R-mediated phagocytosis	2	6	0.3333333333333333
KEGG_2021_Human	gpt-3.5-turbo-0125	Ferroptosis	Ferroptosis	2	3	0.6666666666666666
KEGG_2021_Human	gpt-3.5-turbo-0125	Fluid shear stress and atherosclerosis	Fluid shear stress and atherosclerosis	2	3	0.6666666666666666
KEGG_2021_Human	gpt-3.5-turbo-0125	Focal adhesion	Focal adhesion	2	5	0.4
KEGG_2021_Human	gpt-3.5-turbo-0125	Folate biosynthesis	Folate biosynthesis	0	6	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	FoxO signaling pathway	FoxO signaling pathway	6	6	1.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Fructose and mannose metabolism	Fructose and mannose metabolism	0	19	0.0
KEGG_2021_Human	gpt-3.5-turbo-0125	GABAergic synapse	GABAergic synapse	14	31	0.45161290322580644
KEGG_2021_Human	gpt-3.5-turbo-0125	Galactose metabolism	Galactose metabolism	2	3	0.6666666666666666
KEGG_2021_Human	gpt-3.5-turbo-0125	Gap junction	Gap junction	6	12	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Gastric acid secretion	Gastric acid secretion	1	2	0.5
KEGG_2021_Human	gpt-3.5-turbo-0125	Gastric cancer	Gastric cancer	2	2	1.0
KEGG_2021_Human	gpt-3.5-turbo-0125	Glioma	Glioma	5	7	0.7142857142857143
KEGG_2021_Human	gpt-3.5-turbo-0125	Glucagon signaling pathway	Glucagon signaling pathway	1	2	0.5
