lib_name	descr	num_genes
Reactome_2022	BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108	27
Reactome_2022	Base Excision Repair R-HSA-73884	72
Reactome_2022	Base-Excision Repair, AP Site Formation R-HSA-73929	44
Reactome_2022	Basigin Interactions R-HSA-210991	25
Reactome_2022	Beta Defensins R-HSA-1461957	35
Reactome_2022	Beta Oxidation Of butanoyl-CoA To acetyl-CoA R-HSA-77352	5
Reactome_2022	Beta Oxidation Of decanoyl-CoA To octanoyl-CoA-CoA R-HSA-77346	6
Reactome_2022	Beta Oxidation Of hexanoyl-CoA To butanoyl-CoA R-HSA-77350	5
Reactome_2022	Beta Oxidation Of lauroyl-CoA To decanoyl-CoA-CoA R-HSA-77310	5
Reactome_2022	Beta Oxidation Of octanoyl-CoA To hexanoyl-CoA R-HSA-77348	5
Reactome_2022	Beta-catenin Independent WNT Signaling R-HSA-3858494	142
Reactome_2022	Beta-catenin Phosphorylation Cascade R-HSA-196299	17
Reactome_2022	Beta-oxidation Of pristanoyl-CoA R-HSA-389887	9
Reactome_2022	Beta-oxidation Of Very Long Chain Fatty Acids R-HSA-390247	11
Reactome_2022	Bicarbonate Transporters R-HSA-425381	10
Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068	45
Reactome_2022	Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782	41
Reactome_2022	Binding And Entry Of HIV Virion R-HSA-173107	6
Reactome_2022	Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364	8
Reactome_2022	Biological Oxidations R-HSA-211859	218
Reactome_2022	Biosynthesis Of DHA-derived SPMs R-HSA-9018677	17
Reactome_2022	Biosynthesis Of E-series 18(S)-resolvins R-HSA-9018896	5
Reactome_2022	Biosynthesis Of EPA-derived SPMs R-HSA-9018679	6
Reactome_2022	Biosynthesis Of Maresin-Like SPMs R-HSA-9027307	6
Reactome_2022	Biosynthesis Of Maresins R-HSA-9018682	8
Reactome_2022	Biosynthesis Of Specialized Proresolving Mediators (SPMs) R-HSA-9018678	19
Reactome_2022	Biosynthesis Of N-glycan Precursor (Dolichol LLO) And Transfer To Protein R-HSA-446193	77
Reactome_2022	Biotin Transport And Metabolism R-HSA-196780	11
Reactome_2022	Blood Group Systems Biosynthesis R-HSA-9033658	22
Reactome_2022	Branched-chain Amino Acid Catabolism R-HSA-70895	21
Reactome_2022	Budding And Maturation Of HIV Virion R-HSA-162588	29
Reactome_2022	Butyrate Response Factor 1 Binds And Destabilizes mRNA R-HSA-450385	17
Reactome_2022	Butyrophilin (BTN) Family Interactions R-HSA-8851680	12
Reactome_2022	C-type Lectin Receptors (CLRs) R-HSA-5621481	141
Reactome_2022	CASP8 Activity Is Inhibited R-HSA-5218900	11
Reactome_2022	CD163 Mediating An Anti-Inflammatory Response R-HSA-9662834	9
Reactome_2022	CD209 (DC-SIGN) Signaling R-HSA-5621575	20
Reactome_2022	CD22 Mediated BCR Regulation R-HSA-5690714	6
Reactome_2022	CD28 Co-Stimulation R-HSA-389356	34
Reactome_2022	CD28 Dependent PI3K/Akt Signaling R-HSA-389357	23
Reactome_2022	CD28 Dependent Vav1 Pathway R-HSA-389359	12
Reactome_2022	CDC42 GTPase Cycle R-HSA-9013148	149
Reactome_2022	CDC6 Association With ORC:origin Complex R-HSA-68689	8
Reactome_2022	CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017	72
Reactome_2022	CHL1 Interactions R-HSA-447041	9
Reactome_2022	CLEC7A (Dectin-1) Induces NFAT Activation R-HSA-5607763	11
Reactome_2022	CLEC7A (Dectin-1) Signaling R-HSA-5607764	99
Reactome_2022	CLEC7A/inflammasome Pathway R-HSA-5660668	6
Reactome_2022	COPI-dependent Golgi-to-ER Retrograde Traffic R-HSA-6811434	78
Reactome_2022	COPI-independent Golgi-to-ER Retrograde Traffic R-HSA-6811436	34
Reactome_2022	COPI-mediated Anterograde Transport R-HSA-6807878	80
Reactome_2022	COPII-mediated Vesicle Transport R-HSA-204005	66
Reactome_2022	CREB Phosphorylation R-HSA-199920	7
Reactome_2022	CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742	27
Reactome_2022	CREB1 Phosphorylation Thru Activation Of Adenylate Cyclase R-HSA-442720	12
Reactome_2022	CREB1 Phosphorylation Thru Activation Of CaMKII/CaMKK/CaMKIV Cascasde R-HSA-442729	8
Reactome_2022	CREB3 Factors Activate Genes R-HSA-8874211	8
Reactome_2022	CRMPs In Sema3A Signaling R-HSA-399956	16
Reactome_2022	CS/DS Degradation R-HSA-2024101	14
Reactome_2022	CTLA4 Inhibitory Signaling R-HSA-389513	21
Reactome_2022	CTNNB1 S33 Mutants Not Phosphorylated R-HSA-5358747	15
Reactome_2022	CYP2E1 Reactions R-HSA-211999	11
Reactome_2022	Ca-dependent Events R-HSA-111996	35
Reactome_2022	Ca2+ Activated K+ Channels R-HSA-1296052	8
Reactome_2022	Ca2+ Pathway R-HSA-4086398	61
Reactome_2022	CaM Pathway R-HSA-111997	33
Reactome_2022	CaMK IV-mediated Phosphorylation Of CREB R-HSA-111932	10
Reactome_2022	Calcineurin Activates NFAT R-HSA-2025928	9
Reactome_2022	Calcitonin-like Ligand Receptors R-HSA-419812	10
Reactome_2022	Calnexin/calreticulin Cycle R-HSA-901042	26
Reactome_2022	Cap-dependent Translation Initiation R-HSA-72737	116
Reactome_2022	Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332	41
Reactome_2022	Cardiac Conduction R-HSA-5576891	126
Reactome_2022	Cargo Concentration In ER R-HSA-5694530	32
Reactome_2022	Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825	104
Reactome_2022	Cargo Trafficking To Periciliary Membrane R-HSA-5620920	50
Reactome_2022	Carnitine Metabolism R-HSA-200425	11
Reactome_2022	Caspase Activation Via Death Receptors In Presence Of Ligand R-HSA-140534	16
Reactome_2022	Caspase Activation Via Dependence Receptors In Absence Of Ligand R-HSA-418889	10
Reactome_2022	Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769	26
Reactome_2022	Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870	12
Reactome_2022	Cation-coupled Chloride Cotransporters R-HSA-426117	7
Reactome_2022	Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184	72
Reactome_2022	Cell Cycle Checkpoints R-HSA-69620	271
Reactome_2022	Cell Cycle R-HSA-1640170	654
Reactome_2022	Cell Cycle, Mitotic R-HSA-69278	523
Reactome_2022	Cell Death Signaling Via NRAGE, NRIF And NADE R-HSA-204998	74
Reactome_2022	Cell Junction Organization R-HSA-446728	86
Reactome_2022	Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424	25
Reactome_2022	Cell Surface Interactions At Vascular Wall R-HSA-202733	134
Reactome_2022	Cell-Cell Communication R-HSA-1500931	120
Reactome_2022	Cell-cell Junction Organization R-HSA-421270	61
Reactome_2022	Cell-extracellular Matrix Interactions R-HSA-446353	16
Reactome_2022	Cellular Senescence R-HSA-2559583	165
Reactome_2022	Cellular Hexose Transport R-HSA-189200	21
Reactome_2022	Cellular Response To Chemical Stress R-HSA-9711123	182
Reactome_2022	Cellular Response To Heat Stress R-HSA-3371556	99
Reactome_2022	Cellular Response To Hypoxia R-HSA-1234174	73
Reactome_2022	Cellular Response To Starvation R-HSA-9711097	153
Reactome_2022	Cellular Responses To Stimuli R-HSA-8953897	736
Reactome_2022	Cellular Responses To Stress R-HSA-2262752	722
Reactome_2022	Centrosome Maturation R-HSA-380287	81
Reactome_2022	ChREBP Activates Metabolic Gene Expression R-HSA-163765	7
Reactome_2022	Chaperone Mediated Autophagy R-HSA-9613829	20
Reactome_2022	Chaperonin-mediated Protein Folding R-HSA-390466	90
Reactome_2022	Chemokine Receptors Bind Chemokines R-HSA-380108	56
Reactome_2022	Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex R-HSA-75035	13
Reactome_2022	Cholesterol Biosynthesis R-HSA-191273	26
Reactome_2022	Choline Catabolism R-HSA-6798163	6
Reactome_2022	Chondroitin Sulfate Biosynthesis R-HSA-2022870	20
Reactome_2022	Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185	50
Reactome_2022	Chromatin Modifying Enzymes R-HSA-3247509	238
Reactome_2022	Chromosome Maintenance R-HSA-73886	118
Reactome_2022	Chylomicron Assembly R-HSA-8963888	9
Reactome_2022	Chylomicron Clearance R-HSA-8964026	5
Reactome_2022	Chylomicron Remodeling R-HSA-8963901	9
Reactome_2022	Cilium Assembly R-HSA-5617833	186
Reactome_2022	Circadian Clock R-HSA-400253	69
Reactome_2022	Citric Acid Cycle (TCA Cycle) R-HSA-71403	21
Reactome_2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	327
Reactome_2022	Class B/2 (Secretin Family Receptors) R-HSA-373080	92
Reactome_2022	Class C/3 (Metabotropic Glutamate/Pheromone Receptors) R-HSA-420499	40
Reactome_2022	Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	378
Reactome_2022	Class I Peroxisomal Membrane Protein Import R-HSA-9603798	20
Reactome_2022	Classical Antibody-Mediated Complement Activation R-HSA-173623	6
Reactome_2022	Clathrin-mediated Endocytosis R-HSA-8856828	142
Reactome_2022	Cleavage Of Damaged Purine R-HSA-110331	37
Reactome_2022	Cleavage Of Damaged Pyrimidine R-HSA-110329	42
Reactome_2022	Cobalamin (Cbl) Metabolism R-HSA-9759218	6
Reactome_2022	Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741	21
Reactome_2022	Coenzyme A Biosynthesis R-HSA-196783	8
Reactome_2022	Cohesin Loading Onto Chromatin R-HSA-2470946	10
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	67
Reactome_2022	Collagen Chain Trimerization R-HSA-8948216	44
Reactome_2022	Collagen Degradation R-HSA-1442490	40
Reactome_2022	Collagen Formation R-HSA-1474290	90
Reactome_2022	Common Pathway Of Fibrin Clot Formation R-HSA-140875	22
Reactome_2022	Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation R-HSA-8948700	10
Reactome_2022	Complement Cascade R-HSA-166658	55
Reactome_2022	Complex I Biogenesis R-HSA-6799198	51
Reactome_2022	Condensation Of Prometaphase Chromosomes R-HSA-2514853	10
Reactome_2022	Condensation Of Prophase Chromosomes R-HSA-2299718	43
Reactome_2022	Conjugation Of Benzoate With Glycine R-HSA-177135	6
Reactome_2022	Conjugation Of Salicylate With Glycine R-HSA-177128	8
Reactome_2022	Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400	26
Reactome_2022	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	78
Reactome_2022	Constitutive Signaling By EGFRvIII R-HSA-5637810	14
Reactome_2022	Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382	18
Reactome_2022	Constitutive Signaling By NOTCH1 HD Domain Mutants R-HSA-2691232	15
Reactome_2022	Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862	58
Reactome_2022	Constitutive Signaling By NOTCH1 t(7;9)(NOTCH1:M1580 K2555) Translocation Mutant R-HSA-2660826	7
Reactome_2022	Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285	10
Reactome_2022	Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407	20
Reactome_2022	Cooperation Of PDCL (PhLP1) And TRiC/CCT In G-protein Beta Folding R-HSA-6814122	37
Reactome_2022	Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	33
Reactome_2022	Costimulation By CD28 Family R-HSA-388841	68
Reactome_2022	Creatine Metabolism R-HSA-71288	10
Reactome_2022	Creation Of C4 And C2 Activators R-HSA-166786	14
Reactome_2022	Cristae Formation R-HSA-8949613	29
Reactome_2022	Cross-presentation Of Particulate Exogenous Antigens (Phagosomes) R-HSA-1236973	8
Reactome_2022	Cross-presentation Of Soluble Exogenous Antigens (Endosomes) R-HSA-1236978	48
Reactome_2022	Crosslinking Of Collagen Fibrils R-HSA-2243919	10
Reactome_2022	Cyclin A/B1/B2 Associated Events During G2/M Transition R-HSA-69273	25
Reactome_2022	Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656	84
Reactome_2022	Cyclin D Associated Events In G1 R-HSA-69231	47
Reactome_2022	Cyclin E Associated Events During G1/S Transition R-HSA-69202	82
Reactome_2022	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	65
Reactome_2022	Cytochrome C-Mediated Apoptotic Response R-HSA-111461	13
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	702
Reactome_2022	Cytoprotection By HMOX1 R-HSA-9707564	57
Reactome_2022	Cytosolic Iron-Sulfur Cluster Assembly R-HSA-2564830	12
Reactome_2022	Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949	63
Reactome_2022	Cytosolic Sulfonation Of Small Molecules R-HSA-156584	22
Reactome_2022	Cytosolic tRNA Aminoacylation R-HSA-379716	24
Reactome_2022	DAG And IP3 Signaling R-HSA-1489509	39
Reactome_2022	DAP12 Interactions R-HSA-2172127	43
Reactome_2022	DAP12 Signaling R-HSA-2424491	28
Reactome_2022	DARPP-32 Events R-HSA-180024	24
Reactome_2022	DCC Mediated Attractive Signaling R-HSA-418885	14
Reactome_2022	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	81
Reactome_2022	DEx/H-box Helicases Activate Type I IFN And Inflammatory Cytokines Production R-HSA-3134963	7
Reactome_2022	DNA Damage Bypass R-HSA-73893	48
Reactome_2022	DNA Damage Recognition In GG-NER R-HSA-5696394	37
Reactome_2022	DNA Damage Reversal R-HSA-73942	8
Reactome_2022	DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586	61
Reactome_2022	DNA Double Strand Break Response R-HSA-5693606	61
Reactome_2022	DNA Double-Strand Break Repair R-HSA-5693532	149
Reactome_2022	DNA Repair R-HSA-73894	310
Reactome_2022	DNA Replication Pre-Initiation R-HSA-69002	127
Reactome_2022	DNA Replication R-HSA-69306	155
Reactome_2022	DNA Methylation R-HSA-5334118	34
Reactome_2022	DNA Replication Initiation R-HSA-68952	8
Reactome_2022	DNA Strand Elongation R-HSA-69190	31
Reactome_2022	DSCAM Interactions R-HSA-376172	11
Reactome_2022	Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402	42
Reactome_2022	Deadenylation Of mRNA R-HSA-429947	25
Reactome_2022	Deadenylation-dependent mRNA Decay R-HSA-429914	56
Reactome_2022	Death Receptor Signaling R-HSA-73887	139
Reactome_2022	Dectin-1 Mediated Noncanonical NF-kB Signaling R-HSA-5607761	61
Reactome_2022	Dectin-2 Family R-HSA-5621480	29
Reactome_2022	Defective B3GALT6 Causes EDSP2 And SEMDJL1 R-HSA-4420332	20
Reactome_2022	Defective B3GALTL Causes PpS R-HSA-5083635	37
Reactome_2022	Defective B3GAT3 Causes JDSSDHD R-HSA-3560801	20
Reactome_2022	Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244	8
Reactome_2022	Defective B4GALT7 Causes EDS, Progeroid Type R-HSA-3560783	20
Reactome_2022	Defective C1GALT1C1 Causes TNPS R-HSA-5083632	19
Reactome_2022	Defective CFTR Causes Cystic Fibrosis R-HSA-5678895	60
Reactome_2022	Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174	8
Reactome_2022	Defective CHST3 Causes SEDCJD R-HSA-3595172	8
Reactome_2022	Defective CHST6 Causes MCDC1 R-HSA-3656225	8
Reactome_2022	Defective CHSY1 Causes TPBS R-HSA-3595177	8
Reactome_2022	Defective CSF2RA Causes SMDP4 R-HSA-5688890	7
Reactome_2022	Defective EXT1 Causes Exostoses 1, TRPS2 And CHDS R-HSA-3656253	13
Reactome_2022	Defective F9 Activation R-HSA-9673221	5
Reactome_2022	Defective GALNT12 Causes CRCS1 R-HSA-5083636	18
Reactome_2022	Defective GALNT3 Causes HFTC R-HSA-5083625	18
Reactome_2022	Defective HDR Thru Homologous Recombination (HRR) Due To BRCA1 Loss-Of-Function R-HSA-9701192	25
Reactome_2022	Defective HLCS Causes Multiple Carboxylase Deficiency R-HSA-3371599	7
Reactome_2022	Defective Intrinsic Pathway For Apoptosis R-HSA-9734009	24
Reactome_2022	Defective LFNG Causes SCDO3 R-HSA-5083630	5
Reactome_2022	Defective RIPK1-mediated Regulated Necrosis R-HSA-9693928	5
Reactome_2022	Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243	8
Reactome_2022	Defective TPR May Confer Susceptibility Towards Thyroid Papillary Carcinoma (TPC) R-HSA-5619107	32
Reactome_2022	Defective Factor IX Causes Hemophilia B R-HSA-9668250	8
Reactome_2022	Defective Factor VIII Causes Hemophilia A R-HSA-9662001	7
Reactome_2022	Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190	41
Reactome_2022	Defective Pyroptosis R-HSA-9710421	42
Reactome_2022	Defects In Biotin (Btn) Metabolism R-HSA-3323169	8
Reactome_2022	Defects In Cobalamin (B12) Metabolism R-HSA-3296469	13
Reactome_2022	Defects In Vitamin And Cofactor Metabolism R-HSA-3296482	21
Reactome_2022	Defects Of Contact Activation System (CAS) And Kallikrein/Kinin System (KKS) R-HSA-9651496	15
Reactome_2022	Defensins R-HSA-1461973	43
Reactome_2022	Degradation Of AXIN R-HSA-4641257	54
Reactome_2022	Degradation Of DVL R-HSA-4641258	55
Reactome_2022	Degradation Of GLI1 By Proteasome R-HSA-5610780	59
Reactome_2022	Degradation Of GLI2 By Proteasome R-HSA-5610783	59
Reactome_2022	Degradation Of Beta-Catenin By Destruction Complex R-HSA-195253	84
Reactome_2022	Degradation Of Cysteine And Homocysteine R-HSA-1614558	13
Reactome_2022	Degradation Of Extracellular Matrix R-HSA-1474228	109
Reactome_2022	Depolymerisation Of Nuclear Lamina R-HSA-4419969	15
Reactome_2022	Deposition Of New CENPA-containing Nucleosomes At Centromere R-HSA-606279	53
Reactome_2022	Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803	21
Reactome_2022	Dermatan Sulfate Biosynthesis R-HSA-2022923	11
Reactome_2022	Detoxification Of Reactive Oxygen Species R-HSA-3299685	34
Reactome_2022	Deubiquitination R-HSA-5688426	279
Reactome_2022	Developmental Biology R-HSA-1266738	1073
Reactome_2022	Digestion R-HSA-8935690	23
Reactome_2022	Digestion And Absorption R-HSA-8963743	28
Reactome_2022	Digestion Of Dietary Carbohydrate R-HSA-189085	11
Reactome_2022	Digestion Of Dietary Lipid R-HSA-192456	7
Reactome_2022	Dimerization Of Procaspase-8 R-HSA-69416	11
Reactome_2022	Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane R-HSA-4641262	29
Reactome_2022	Disease R-HSA-1643685	1736
Reactome_2022	Diseases Associated With N-glycosylation Of Proteins R-HSA-3781860	20
Reactome_2022	Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995	69
Reactome_2022	Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782	40
Reactome_2022	Diseases Associated With Glycosylation Precursor Biosynthesis R-HSA-5609975	15
Reactome_2022	Diseases Associated With Surfactant Metabolism R-HSA-5687613	9
Reactome_2022	Diseases Associated With TLR Signaling Cascade R-HSA-5602358	31
Reactome_2022	Diseases Associated With Visual Transduction R-HSA-2474795	13
Reactome_2022	Diseases Of Base Excision Repair R-HSA-9605308	5
Reactome_2022	Diseases Of DNA Repair R-HSA-9675135	51
Reactome_2022	Diseases Of Mismatch Repair (MMR) R-HSA-5423599	5
Reactome_2022	Diseases Of Carbohydrate Metabolism R-HSA-5663084	33
Reactome_2022	Diseases Of Glycosylation R-HSA-3781865	143
Reactome_2022	Diseases Of Metabolism R-HSA-5668914	247
Reactome_2022	Diseases Of Mitotic Cell Cycle R-HSA-9675126	38
Reactome_2022	Diseases Of Programmed Cell Death R-HSA-9645723	71
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	424
Reactome_2022	Disinhibition Of SNARE Formation R-HSA-114516	5
Reactome_2022	Disorders Of Developmental Biology R-HSA-9675151	12
Reactome_2022	Disorders Of Transmembrane Transporters R-HSA-5619115	176
Reactome_2022	Displacement Of DNA Glycosylase By APEX1 R-HSA-110357	9
Reactome_2022	Dissolution Of Fibrin Clot R-HSA-75205	13
Reactome_2022	Dopamine Neurotransmitter Release Cycle R-HSA-212676	23
Reactome_2022	Dopamine Receptors R-HSA-390651	5
Reactome_2022	Downregulation Of ERBB2 Signaling R-HSA-8863795	29
Reactome_2022	Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803	13
Reactome_2022	Downregulation Of ERBB4 Signaling R-HSA-1253288	9
Reactome_2022	Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795	31
Reactome_2022	Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788	26
Reactome_2022	Downstream TCR Signaling R-HSA-202424	94
Reactome_2022	Downstream Signal Transduction R-HSA-186763	28
Reactome_2022	Downstream Signaling Events Of B Cell Receptor (BCR) R-HSA-1168372	79
Reactome_2022	Downstream Signaling Of Activated FGFR1 R-HSA-5654687	30
Reactome_2022	Downstream Signaling Of Activated FGFR2 R-HSA-5654696	29
Reactome_2022	Downstream Signaling Of Activated FGFR3 R-HSA-5654708	24
Reactome_2022	Downstream Signaling Of Activated FGFR4 R-HSA-5654716	26
Reactome_2022	Drug ADME R-HSA-9748784	95
Reactome_2022	Drug-mediated Inhibition Of CDK4/CDK6 Activity R-HSA-9754119	5
Reactome_2022	Dual Incision In GG-NER R-HSA-5696400	41
Reactome_2022	Dual Incision In TC-NER R-HSA-6782135	65
Reactome_2022	E2F Mediated Regulation Of DNA Replication R-HSA-113510	22
